Twitter ID,Score,Num Tweets,Num tweets including at least one term
251116380,7,200,7
74660931,0,201,0
201747020,0,200,0
312568240,0,200,0
105358446,0,199,0
347321914,0,111,0
1239757610,0,51,0
356378265,5,200,5
25869252,0,196,0
156280432,2,200,2
277316485,0,200,0
414199653,0,201,0
368839993,0,198,0
147774520,0,207,0
131589912,0,200,0
56690455,4,200,4
85446321,1,200,1
271475860,1,202,1
146530868,1,200,1
279623396,3,207,3
63542749,0,200,0
105391738,1,200,1
486194640,1,211,1
461633566,0,200,0
225438673,0,200,0
227245275,50,200,50
325022623,0,203,0
28569095,1,200,1
376499821,0,200,0
993020562,0,201,0
976907744,0,200,0
6034422,0,201,0
244600462,0,200,0
41532121,0,207,0
286723230,4,216,3
85118235,0,200,0
273280868,2,200,2
13699242,3,210,3
608283021,0,200,0
274090688,0,200,0
90173213,0,214,0
404385781,0,202,0
106285121,0,213,0
707512603,0,196,0
15569103,4,205,4
16458926,0,201,0
321871451,2,242,2
471078603,0,200,0
324086895,0,214,0
16220555,9,201,7
627055000,4,203,4
820865316,0,201,0
106790430,0,205,0
591150170,0,160,0
27682432,1,198,1
342867480,0,200,0
18881147,0,199,0
460413702,7,200,6
537867910,0,198,0
318550526,2,197,1
405695721,0,199,0
634874281,0,200,0
254749458,4,201,4
17546396,0,198,0
105911241,0,242,0
108743813,11,217,10
125417632,0,202,0
214324469,0,205,0
518011368,0,200,0
519737251,0,215,0
981391872,0,200,0
872059213,1,201,1
772708915,0,198,0
366565098,0,198,0
385760695,0,199,0
350961252,0,200,0
46919079,0,223,0
86203783,0,201,0
30310478,0,200,0
379207097,1,205,1
278789553,0,200,0
302873036,0,200,0
376889920,0,201,0
618286828,0,184,0
161783335,0,201,0
14538949,14,200,14
1038301598,0,212,0
444788886,0,198,0
19006592,2,210,2
542706706,30,271,28
239993455,3,204,3
811289166,0,289,0
758049516,1,201,1
208706267,0,198,0
313465906,0,68,0
239478762,0,200,0
960221840,0,199,0
811236194,0,200,0
378066853,0,201,0
218987872,0,200,0
256215901,4,200,4
154592265,2,201,2
48415266,0,200,0
716197484,0,189,0
268538413,3,200,3
27261031,0,201,0
102716123,51,201,51
145524578,3,202,3
1071955452,0,196,0
113690283,0,201,0
375290882,1,193,1
70215225,0,198,0
1005258452,2,203,2
373670338,0,201,0
59114494,0,200,0
874887668,2,196,2
785739980,0,201,0
945691729,0,201,0
53400950,0,198,0
36175685,0,201,0
274300708,4,199,4
348863339,0,197,0
561264121,0,220,0
21545704,0,204,0
412997002,0,200,0
79187514,0,201,0
369027713,0,200,0
244085908,0,203,0
24116965,6,203,6
624500661,1,200,1
226376868,2,200,2
437673995,0,211,0
249264319,1,200,1
166398809,0,199,0
23648440,0,200,0
23159696,2,234,2
22279004,1,206,1
381069997,0,201,0
545311971,0,201,0
900604650,0,201,0
272517144,0,200,0
282252740,1,72,1
321968555,0,200,0
20753028,0,202,0
92783808,3,199,3
487981280,0,199,0
41831995,0,201,0
609603108,0,201,0
379576582,0,197,0
612496685,1,206,1
65308877,0,199,0
547888856,1,200,1
50672511,1,229,1
377540405,0,201,0
16969753,6,197,6
92579695,2,209,2
191422128,1,200,1
403372214,0,200,0
143188147,3,201,3
92834029,0,200,0
454472178,0,202,0
587873748,1,201,1
90783594,2,204,2
281582497,1,199,1
195419614,0,202,0
21889071,0,200,0
297568021,0,201,0
221355278,1,202,1
25127782,4,200,4
17257492,0,200,0
554872086,0,175,0
339722887,0,208,0
19661657,0,200,0
1028667224,0,199,0
603341720,0,200,0
287752788,1,260,1
196737461,0,200,0
398028301,0,200,0
501192516,0,199,0
275815874,0,200,0
338465827,0,205,0
260048608,3,200,3
387707281,0,201,0
1090036602,0,200,0
496192309,10,261,9
40397784,0,202,0
47501529,0,200,0
1250116735,0,210,0
470696857,0,200,0
501845170,0,200,0
221579366,1,206,1
360129829,0,212,0
258463599,0,201,0
386347049,0,200,0
745649389,0,111,0
70016558,0,203,0
14103001,0,199,0
575574447,1,94,1
454114632,2,214,2
135257089,0,200,0
1140070970,0,78,0
16801721,1,203,1
242975599,0,198,0
275529865,0,201,0
24784150,2,200,2
235783992,0,204,0
596610030,2,197,2
199354634,0,212,0
465200547,0,58,0
159578935,0,201,0
36711954,0,200,0
603227316,0,201,0
1254880027,0,184,0
30959934,0,198,0
225811778,0,200,0
24598043,0,201,0
132231788,0,201,0
18588982,1,200,1
374170691,0,200,0
250448044,3,202,3
22717349,0,199,0
177416004,3,201,3
809099172,0,47,0
90552383,1,200,1
21421397,0,200,0
792044107,0,200,0
19246319,0,69,0
442407662,0,199,0
60468248,0,200,0
37915527,1,201,1
105832299,0,198,0
23335823,1,200,1
237973831,0,200,0
468128433,0,201,0
122422343,0,207,0
16740019,5,206,4
18309340,0,199,0
22636784,0,200,0
285709236,0,212,0
14258863,0,201,0
1049199278,0,201,0
422937826,2,200,2
140129979,0,200,0
279679549,8,205,7
51448005,0,204,0
887333558,0,104,0
559903099,0,201,0
966467131,0,198,0
230404096,0,201,0
42376010,0,197,0
22819266,0,200,0
416699333,0,200,0
16028749,0,200,0
604806474,0,203,0
129812924,0,200,0
340965023,1,198,1
83491633,0,200,0
413246876,0,200,0
271649526,2,200,2
165516074,0,204,0
203600449,0,200,0
249221943,0,200,0
527170087,0,200,0
82907020,0,205,0
1018772598,0,200,0
19996935,0,211,0
28058648,0,200,0
129389158,0,202,0
18440389,0,200,0
79229494,0,198,0
543895677,2,200,2
99802405,2,200,2
943203804,0,198,0
1097270467,1,208,1
370736598,0,198,0
190224295,0,201,0
385486802,0,200,0
218789119,0,201,0
619815732,0,201,0
158937744,0,201,0
494252830,1,202,1
421714996,0,197,0
335426737,1,231,1
256773530,0,199,0
92854317,0,198,0
243730839,0,199,0
483577756,2,199,2
300070934,0,199,0
29480932,0,205,0
111127530,0,201,0
381666934,0,202,0
21625747,0,201,0
389648206,0,204,0
203559806,0,200,0
73197511,0,200,0
246823640,3,200,3
361496918,0,201,0
123279913,2,204,2
16903221,0,200,0
16044997,10,202,8
276595482,5,200,5
542744338,0,200,0
15827727,0,204,0
94352593,0,201,0
222819990,0,200,0
441973833,0,200,0
38639718,1,205,1
75335389,0,201,0
1200627678,0,10,0
1033285939,1,200,1
5130001,0,202,0
395484715,1,201,1
283332808,0,200,0
397019549,0,200,0
26854642,0,200,0
17551297,0,200,0
487803136,0,203,0
155792555,4,200,4
4093441,0,201,0
541927759,2,201,2
565131608,0,199,0
503827583,2,200,2
261857919,2,200,2
50910154,0,201,0
100531055,0,202,0
25886969,0,202,0
538458120,0,198,0
285734431,1,201,1
247404995,2,200,2
100033160,0,201,0
182055360,0,200,0
196218449,0,200,0
1060875288,0,204,0
277351885,0,200,0
268906600,2,200,2
107516300,0,200,0
390696780,0,202,0
284242666,0,200,0
15215453,1,199,1
91369352,0,201,0
613822232,0,200,0
351012642,0,202,0
173137904,0,205,0
206457337,0,201,0
279146802,0,196,0
173580066,0,191,0
45627934,0,198,0
52657832,0,199,0
929557369,0,182,0
748080476,0,200,0
471744253,0,200,0
274743250,2,200,2
53211399,0,200,0
152498426,2,204,2
273479738,0,202,0
50458600,0,201,0
41706757,0,206,0
395810455,0,200,0
1243510502,1,201,1
18435883,0,199,0
16493164,0,202,0
770671867,0,202,0
268412615,0,200,0
39204895,0,201,0
520820898,1,215,1
297787306,1,204,1
66076712,1,199,1
290895809,0,200,0
222995401,2,200,2
254777166,0,200,0
559049672,0,197,0
282282958,0,209,0
442860890,0,202,0
851805686,0,201,0
23020091,1,202,1
246455540,5,200,5
239378797,0,208,0
15675351,0,201,0
221019842,0,200,0
246667561,0,218,0
119149614,1,199,1
711063583,8,200,8
29217969,0,201,0
863580548,0,203,0
73128904,0,199,0
19082794,1,210,1
93006802,0,200,0
399360633,6,201,6
14631451,0,200,0
431971226,0,201,0
17850064,2,200,2
161849864,3,200,3
968015432,1,199,1
152625640,0,201,0
408257459,0,200,0
48708159,10,207,10
147934725,0,201,0
544158224,0,202,0
90511247,0,201,0
33607722,0,201,0
570144609,2,200,2
35975222,0,200,0
951841164,0,198,0
519000338,0,20,0
538475365,0,205,0
221414237,0,200,0
316696841,0,33,0
16087953,0,200,0
909289290,0,199,0
499449099,0,199,0
308632273,0,201,0
377851562,0,200,0
969591588,10,83,6
544713449,0,200,0
207745397,0,202,0
278228855,0,199,0
111096950,4,199,4
132575271,4,204,4
28186031,0,198,0
469538872,0,70,0
919156579,0,187,0
212621119,1,203,1
92607766,0,201,0
273223103,3,200,3
25230293,1,199,1
246948963,0,200,0
373581418,0,200,0
250931446,0,199,0
347227889,0,200,0
16658420,1,200,1
284838499,2,201,2
579490823,6,200,6
426673015,0,202,0
80155484,0,222,0
385195352,0,199,0
341310432,0,200,0
279644970,1,200,1
252167009,0,200,0
235122381,2,200,2
165493994,0,201,0
176398351,0,200,0
169125181,0,200,0
215987838,0,202,0
553601544,0,89,0
15612072,0,200,0
15419003,0,200,0
61213720,0,198,0
16832788,0,200,0
231211484,0,200,0
119711865,1,201,1
85999942,0,200,0
19231224,0,200,0
624022720,0,203,0
493463871,0,200,0
221565757,1,200,1
25217615,1,200,1
24892031,1,206,1
23979828,0,203,0
15830174,0,205,0
499366511,0,201,0
348226471,0,200,0
211700224,0,200,0
263850473,0,200,0
273758664,0,200,0
200140108,0,201,0
276518876,0,203,0
355105989,0,201,0
116282012,0,200,0
401651305,0,201,0
271646800,0,203,0
319749893,0,200,0
41514883,7,200,7
277580021,0,77,0
403689317,0,197,0
552080063,0,199,0
1257655196,0,200,0
23768120,0,202,0
596527769,0,202,0
840925669,0,199,0
1169215122,0,201,0
1268694740,0,201,0
2183601,1,199,1
15049217,3,200,3
16730316,0,200,0
20644763,0,202,0
703722876,14,201,13
24952644,0,201,0
258562269,0,200,0
21357830,0,201,0
19598120,0,200,0
133170079,0,201,0
541390165,1,200,1
420665931,0,200,0
1152981883,0,77,0
235425236,3,201,3
774519661,0,200,0
374096811,0,201,0
514845467,0,201,0
16208964,2,201,2
19365951,0,198,0
334996907,0,200,0
17221430,0,200,0
18040291,0,201,0
23695888,0,200,0
94760350,0,200,0
1323671,0,201,0
11609972,0,201,0
262244948,0,199,0
43047440,0,200,0
1108718324,0,93,0
285717387,0,201,0
617241899,0,197,0
934620770,0,200,0
178287743,1,200,1
200231908,0,200,0
43364540,0,200,0
247125962,0,199,0
146792452,0,201,0
851744330,0,200,0
776556378,0,200,0
23130850,0,199,0
29253678,0,200,0
71611873,3,200,3
78317432,0,198,0
1099121384,1,198,1
292659175,0,201,0
767540082,0,200,0
20530732,6,200,6
557449649,40,202,40
63198527,0,203,0
356303383,1,200,1
426888980,0,200,0
168504027,0,201,0
107794362,0,204,0
1042940202,0,201,0
547611286,0,201,0
424057610,0,203,0
809810088,0,197,0
553215041,0,200,0
591461998,1,200,1
37713606,2,202,2
115034238,0,202,0
61472094,0,200,0
398326897,0,199,0
23797435,0,200,0
397543166,0,18,0
1187398310,0,28,0
276586569,1,200,1
306944225,0,200,0
21825027,0,201,0
564920924,0,197,0
1265329136,0,28,0
397488530,0,200,0
342772599,0,202,0
399238624,0,30,0
310970714,0,200,0
391400343,0,197,0
465446391,0,133,0
1013523684,0,203,0
128490244,0,200,0
915477338,8,208,8
306832808,0,202,0
279550566,0,200,0
132171287,4,199,4
229765277,0,200,0
26593129,0,201,0
354743403,1,199,1
1204117964,0,201,0
570611285,0,200,0
91892348,1,200,1
498154944,1,207,1
21832884,0,201,0
1114250790,0,84,0
192922494,0,200,0
128712259,0,203,0
756085640,0,198,0
732493945,0,199,0
272498805,0,207,0
27349747,1,199,1
261751772,0,200,0
487811502,0,199,0
312422268,2,200,2
255124676,0,201,0
31226332,2,207,2
32391060,0,200,0
261487188,0,200,0
253382876,0,200,0
271516426,0,200,0
149543873,0,196,0
1151108563,0,202,0
242205201,0,200,0
18464551,0,207,0
196340725,0,200,0
276761716,1,200,1
305330589,4,200,4
451714922,2,200,2
438556331,0,200,0
20387713,0,200,0
442383920,0,208,0
16335073,10,200,10
237901118,20,200,15
194222922,1,200,1
139732486,0,199,0
498940924,0,200,0
36293581,0,200,0
17694287,0,200,0
13075932,0,200,0
27765177,0,201,0
581863095,0,200,0
610195349,0,200,0
856448304,0,201,0
409740980,1,200,1
599188522,0,199,0
387348325,0,200,0
17180475,0,200,0
542169141,0,202,0
102927420,0,199,0
204844864,1,200,1
584380180,0,200,0
464824122,0,198,0
101146132,0,201,0
473689699,0,201,0
1194130064,0,131,0
719442583,0,44,0
83689327,0,201,0
378615823,0,202,0
37106938,0,199,0
395446247,0,200,0
396099486,0,200,0
404402803,0,199,0
273160093,0,199,0
1262481170,0,203,0
1267285542,0,201,0
165533527,1,200,1
404420419,0,201,0
362310283,0,70,0
552642409,0,200,0
249809370,0,213,0
347213984,10,230,10
356883125,0,200,0
1109187241,0,21,0
81050260,0,200,0
880810860,0,200,0
270088915,0,200,0
161107042,0,200,0
534827153,1,201,1
526919381,0,201,0
1056066385,0,201,0
596080947,0,202,0
269485235,0,201,0
872639550,0,200,0
414261042,1,200,1
306494846,16,200,16
494609110,0,202,0
859029968,0,205,0
253086457,0,201,0
575511770,1,197,1
310942227,0,204,0
522842112,3,200,3
173469798,0,203,0
144598107,0,197,0
21790920,0,201,0
271229421,2,201,2
917466355,1,202,1
21134069,2,204,2
416434193,1,201,1
33269047,0,200,0
543799267,4,210,3
268401139,1,202,1
49403072,0,203,0
327747513,1,199,1
374713557,0,199,0
170774815,0,201,0
400019874,0,198,0
44126988,0,16,0
187140926,0,205,0
375634441,4,200,4
86182834,4,199,4
427901944,0,200,0
188916172,0,200,0
534790063,1,200,1
36073085,0,55,0
209609597,0,199,0
83496033,0,200,0
42985494,0,201,0
174036746,1,200,1
607874997,1,200,1
286504250,0,202,0
153668307,0,200,0
182865739,0,201,0
86392520,0,202,0
541582069,0,198,0
996478027,0,150,0
24444891,0,199,0
36462468,2,200,2
37399340,0,198,0
1184156005,0,200,0
53542320,0,200,0
1014532460,0,200,0
206340892,1,200,1
64611995,0,200,0
54636481,0,200,0
1041121530,0,199,0
110587321,0,201,0
67171013,0,205,0
272247146,0,200,0
121291378,0,197,0
91404588,0,210,0
995002429,0,201,0
496075854,0,201,0
740994812,0,176,0
426739723,0,200,0
389550963,0,200,0
51963464,0,201,0
270889290,2,200,2
49018161,0,200,0
65535533,0,200,0
1222620624,0,201,0
55901461,1,200,1
8795262,0,200,0
15315875,0,201,0
20036361,0,201,0
22094253,0,200,0
18115619,0,200,0
126408925,0,200,0
21349417,11,207,11
423598205,0,200,0
66268665,0,200,0
15959069,0,200,0
55762792,0,200,0
726718814,0,201,0
74387981,0,200,0
15726214,0,200,0
66387685,0,200,0
45113194,0,200,0
829418706,0,200,0
616429626,3,200,3
896105796,0,200,0
337174475,1,202,1
222039393,0,200,0
112119151,0,200,0
833513995,0,202,0
245660950,0,200,0
1007615486,0,199,0
265041082,1,199,1
104644390,0,201,0
19388993,1,200,1
40191477,9,204,9
308347303,0,200,0
1128592190,0,40,0
363064080,2,207,2
451541694,0,28,0
1237156772,0,30,0
15031337,0,201,0
328112301,0,200,0
550250082,3,207,3
243033466,2,200,2
159342666,0,200,0
68561255,0,201,0
227114507,1,200,1
16312570,1,200,1
606564909,13,180,10
635598734,0,199,0
29046868,0,200,0
854562582,0,201,0
773659566,1,200,1
192427701,4,185,4
21594028,7,200,7
20370879,0,205,0
216554278,0,40,0
629007862,2,200,2
421226526,7,200,7
22330357,0,201,0
20078507,1,200,1
976734595,0,199,0
1074278209,0,201,0
89155640,4,201,4
31254552,0,201,0
245039169,19,200,19
264003758,0,200,0
285744807,0,11,0
213296469,1,198,1
974785080,0,201,0
23926358,0,201,0
123662862,0,201,0
313332496,0,200,0
427743419,0,157,0
541201580,0,200,0
939500785,1,200,1
963460488,0,200,0
169670184,0,201,0
150829276,0,200,0
271006415,1,200,1
175392647,0,200,0
188983641,3,203,3
275313660,4,200,4
17524392,0,201,0
92674567,0,200,0
843842581,0,200,0
292686476,1,200,1
268622701,0,200,0
14871120,1,199,1
79184926,0,201,0
935377976,0,200,0
24384002,0,202,0
1106614572,0,195,0
168798900,0,200,0
923744418,0,90,0
622384821,0,201,0
1149274476,3,200,2
112327585,5,198,5
14276665,6,199,5
518046429,0,200,0
14390356,1,200,1
865633705,0,203,0
79015001,0,200,0
24121325,0,199,0
70377745,0,200,0
264451340,0,201,0
26181736,1,200,1
319742258,0,122,0
187654680,0,199,0
446445291,0,199,0
510831727,0,147,0
263691341,14,200,14
1170530546,0,201,0
21510079,0,201,0
56399458,0,200,0
28885750,0,200,0
524730862,6,200,6
159845237,0,119,0
912448819,0,84,0
65137576,9,200,8
438922660,0,107,0
162230121,0,200,0
128028442,0,201,0
217606140,1,201,1
244196762,9,200,9
67516139,0,199,0
334475094,0,196,0
112944623,1,206,1
70445552,1,199,1
223320350,0,200,0
280831905,10,200,10
902773724,0,201,0
177303552,0,200,0
40152815,17,206,14
290704632,4,200,4
102867308,10,200,10
513354952,0,200,0
311568175,0,201,0
19557595,6,199,6
20636473,0,200,0
80027957,2,200,2
263891856,0,202,0
27655434,27,158,24
16149936,5,200,5
272185225,1,200,1
359980797,1,199,1
78627903,0,200,0
17934964,0,200,0
47533676,5,200,5
17964900,0,200,0
63795844,2,200,2
216940188,5,201,5
251584824,0,200,0
218232928,0,206,0
35302544,0,199,0
111715724,0,201,0
1112892476,0,20,0
240318436,0,201,0
18592513,0,86,0
41112530,0,200,0
466603103,0,200,0
25164154,2,201,2
224339579,2,202,2
44777956,0,110,0
822198745,0,200,0
911582797,0,200,0
275295586,0,139,0
435094631,0,194,0
855136358,0,200,0
400419867,0,203,0
80475670,1,200,1
285796366,1,200,1
122176481,1,200,1
324871858,2,200,2
1149032365,0,202,0
843843476,9,198,9
497410944,2,200,2
230220287,4,201,4
626183808,3,200,3
181176786,0,112,0
69505975,0,51,0
32728797,6,200,6
435707754,0,207,0
35018890,4,200,4
287905776,2,200,2
1043296272,0,204,0
220518078,0,200,0
34276060,0,201,0
469911910,0,200,0
187805921,0,212,0
1192013226,0,143,0
1197136231,0,18,0
475865837,0,200,0
58366291,0,200,0
1276647637,2,222,2
270927838,0,200,0
119827702,0,201,0
290312086,1,198,1
581131583,0,200,0
23009685,0,200,0
283292134,0,201,0
377574684,0,200,0
33650839,0,200,0
65491605,5,201,5
272523322,0,201,0
559995442,0,200,0
27823555,2,203,2
595562971,0,182,0
256005257,0,200,0
