id,label,size,statuses_count,followers_count,friends_count,listed_count,favourites_count,klout_score,klout_score_bucket,kred_influence,kred_outreach,indegree,outdegree,degree,weighted degree,weighted indegree,weighted outdegree,eccentricity,closnesscentrality,betweenesscentrality,eigencentrality,newClusteringCoefficient,clustering,componentnumber,strongcompnum,pageranks,authority,hub,modularity_class,old_clustering,interaction_count,temp_term_score,num_tweets,term_score_distinct_tweets,final_term_score,cluster_diff
423891063,melissajanedube,10,667,151,252,1,148,31.4264376452,30-39,527,4,2,2,4,4,2,2,12,5.483949614,504.6445163951,8.209969750881968E-4,0,0,0,135,1.288312954122692E-4,7.549639E-5,7.7459335E-5,343,0.33333334,1,0,200,0,0,-0.33333334
1098266563,Bigcitylib2,10,825,123,119,8,3,54.1543316828,50-59,638,5,14,2,16,16,14,2,10,3.6485168631,4226.9047043173,0.0239336887,0.0166666667,0.027472528,0,135,2.2278715667091526E-4,3.7748195E-4,3.0983734E-4,99,0.3609831,68,0,200,0,0,-0.333510572
152625640,MayRaap1,10,4478,204,260,1,365,36.8639586224,30-39,671,7,9,11,20,20,9,11,10,3.1893539212,3456.9426419876,0.0334034635,0.0105263158,0.060606062,0,135,1.1089505128775855E-4,2.5165462E-4,2.5819778E-4,99,0.39423078,4,0,201,0,0,-0.333624718
57103588,henryca3,10,1977,505,487,15,57,43.7287879986,40-49,638,6,16,11,27,27,16,11,10,3.4059325477,3406.9370615647,0.0479587172,0.0256410256,0.08169935,0,135,2.610742379121372E-4,4.2781286E-4,4.3893623E-4,257,0.41591752,8,1,200,1,0.005,-0.33421817
335439371,KeepItReaL57,10,632,44,174,0,11,13.684257086,10-19,532,5,1,2,3,3,1,2,11,4.4002438033,17.0380013768,0.0028365851,0,0,0,135,4.8380909205958136E-5,5.0330927E-5,5.1639556E-5,99,0.3345588,0,0,200,0,0,-0.3345588
247478131,heron09,10,4407,60,179,1,244,35.2310246004,30-39,524,7,6,8,14,14,6,8,9,3.4741974807,725.0475252979,0.0208159435,0.0164835165,0.03787879,0,135,1.1512679192545255E-4,1.7615824E-4,1.8073844E-4,257,0.37283653,9,4,222,4,0.018018018,-0.33495774
44708852,TVVH,10,8955,256,370,9,326,45.387287025,40-49,683,7,11,9,20,20,11,9,10,3.2629012597,3470.5207672435,0.0500121469,0.0078947368,0.025641026,0,135,1.8901333327608685E-4,3.0198556E-4,3.0983734E-4,267,0.3612858,19,0,201,0,0,-0.335644774
315943388,arsenic101,10,7309,738,915,9,216,40.4352860756,40-49,674,6,17,18,35,35,17,18,9,3.1942299878,9231.2913682325,0.0354827715,0.0109243697,0.062091503,0,135,2.047524611552031E-4,4.5297833E-4,4.64756E-4,267,0.39801803,6,3,200,3,0.015,-0.335926527
56556297,VirtualFellow,10,5479,663,376,27,746,56.0892151996,50-59,685,7,15,7,22,22,15,7,10,3.7537586347,1749.3982489659,0.0447204532,0.0194805195,0.071428575,0,135,2.1978755522840892E-4,4.0264742E-4,4.1311645E-4,505,0.40750527,14,3,201,3,0.0149253731,-0.336076695
272141036,dbmeaford,10,2090,60,109,1,2,38.9195069725,30-39,655,5,7,3,10,10,7,3,10,4.0459162942,2850.7494004493,0.0109238411,0,0,0,135,1.0460889358171571E-4,2.0132371E-4,1.8073844E-4,99,0.33613446,15,1,200,1,0.005,-0.33613446
