id,label,size,statuses_count,followers_count,friends_count,listed_count,favourites_count,klout_score,klout_score_bucket,kred_influence,kred_outreach,indegree,outdegree,degree,weighted degree,weighted indegree,weighted outdegree,eccentricity,closnesscentrality,betweenesscentrality,eigencentrality,newClusteringCoefficient,clustering,componentnumber,strongcompnum,pageranks,authority,hub,modularity_class,interaction_count,knowledge_count
17076793,wjordan,10.0,13925.0,556.0,700.0,27.0,1331.0,54.01325865536072,50-59,738.0,8.0,55,60,115,115.0,55.0,60.0,8.0,2.4594685502859064,840.8294617912705,0.08611864470642527,0.06086956521739131,0.31678322,0,67,2.118623179278659E-4,3.3552625E-4,3.398842E-4,75,9,1
263222957,buttsaima,10.0,3100.0,217.0,582.0,2.0,39.0,41.44479944974188,40-49,606.0,6.0,6,34,40,40.0,6.0,34.0,8.0,2.5788765556676756,124.65773856601925,0.00311303246090394,0.17051282051282052,0.30793652,0,67,6.47362101182319E-5,4.194078E-5,4.2485524E-5,141,5,0
180005108,JKennethY,10.0,5383.0,837.0,2001.0,12.0,33.0,52.43174311135024,50-59,730.0,7.0,181,447,628,628.0,181.0,447.0,7.0,2.062563067608476,26067.40416554598,0.2416166820965755,0.06309999085728217,0.16897105,0,67,5.251752455747843E-4,0.0010904602,0.0011046237,75,17,1
346705023,natif8,10.0,58922.0,625.0,976.0,49.0,2464.0,41.40761704141485,40-49,736.0,9.0,37,33,70,70.0,37.0,33.0,8.0,2.6801210898082743,471.658799557993,0.05522338500658252,0.10351966873706005,0.28013468,0,67,1.389398960505468E-4,2.2767852E-4,2.306357E-4,75,29,0
17213033,JoeyCuba,10.0,152.0,32.0,99.0,0.0,5.0,19.601422204342356,10-19,192.0,1.0,1,1,2,2.0,1.0,1.0,9.0,4.12142616885301,0.0,1.0194399202206345E-4,0.0,0.0,0,67,7.003356437602543E-5,1.198308E-5,1.2138721E-5,75,0,0
207864860,ButterBrained,10.0,614.0,73.0,165.0,3.0,2.0,31.513030539472325,30-39,536.0,5.0,14,25,39,39.0,14.0,25.0,7.0,2.722838883282879,95.00993635836466,0.0130938441466329,0.1349527665317139,0.45726496,0,67,9.310859558253036E-5,8.98731E-5,9.104041E-5,141,8,18
275078381,TOprogressive,10.0,1972.0,243.0,611.0,8.0,15.0,36.36527942848896,30-39,624.0,6.0,16,57,73,73.0,16.0,57.0,8.0,2.4957954927682477,371.8362611400962,0.026427482181176805,0.15182648401826485,0.36237144,0,67,9.389801037388594E-5,1.0185618E-4,1.0317913E-4,220,2,1
614784729,FunFanWebs,10.0,20744.0,253.0,10.0,0.0,0.0,19.479935528074634,10-19,281.0,5.0,2,0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.4989436483903629E-4,0.5,1.0,36,117,8.505369883587177E-5,1.797462E-5,0.0,96,0,0
411611799,naxete1989,10.0,1915.0,117.0,153.0,0.0,21.0,36.82595430499899,30-39,667.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,676,4.4780486537007367E-5,0.0,0.0,384,26,0
134889456,tbest8118,10.0,1627.0,767.0,837.0,3.0,4.0,26.904071648052366,20-29,608.0,5.0,7,8,15,15.0,7.0,8.0,8.0,2.8509922637066936,13.558405025362875,0.008108258031076841,0.06666666666666667,0.42857143,0,67,7.241632509801687E-5,4.793232E-5,4.8554884E-5,141,1,0
352556797,ghost_station,10.0,3903.0,327.0,566.0,2.0,945.0,33.300592340350775,30-39,588.0,6.0,6,11,17,17.0,6.0,11.0,8.0,2.7611839892364616,70.26436965094693,0.010456145943590553,0.09926470588235294,0.3181818,0,67,6.492986587826148E-5,4.194078E-5,4.2485524E-5,75,0,0
17171476,rzypci,10.0,11278.0,250.0,285.0,5.0,645.0,46.824546234463696,40-49,714.0,7.0,6,6,12,12.0,6.0,6.0,8.0,3.0645812310797176,6192.097929760825,0.01183694939673656,0.08333333333333333,0.22222222,0,67,1.4807357401652382E-4,4.194078E-5,4.2485524E-5,202,9,0
85229508,rileysmithphoto,10.0,5609.0,1047.0,735.0,25.0,44.0,47.69901054148053,40-49,707.0,7.0,6,3,9,9.0,6.0,3.0,8.0,3.108980827447023,3335.503586240441,0.007393358224897014,0.1527777777777778,0.6333333,0,67,1.0157216431284551E-4,4.194078E-5,4.2485524E-5,202,15,0
51158869,smitty_1993,10.0,666.0,201.0,396.0,1.0,166.0,48.22556054349546,40-49,537.0,5.0,7,8,15,15.0,7.0,8.0,8.0,2.9656912209889,220.82884056456493,0.01069672538288841,0.08571428571428572,0.2777778,0,67,7.903495067759242E-5,4.793232E-5,4.8554884E-5,141,1,0
