Twitter ID,Interaction count
225811778,4
24598043,72
132231788,1321
18588982,2
374170691,6
250448044,30
22717349,56
177416004,16
809099172,0
90552383,0
21421397,2
792044107,3
19246319,0
442407662,14
60468248,50
37915527,86
105832299,0
23335823,9
237973831,9
468128433,17
122422343,145
16740019,122
18309340,1
22636784,22
285709236,50
14258863,5
1049199278,3
422937826,0
140129979,1
279679549,99
51448005,71
887333558,1
559903099,11
966467131,34
230404096,0
42376010,10
22819266,1
416699333,0
16028749,2
604806474,36
129812924,0
340965023,1
83491633,1
413246876,2
271649526,1
165516074,36
203600449,2
249221943,5
527170087,0
82907020,0
1018772598,2
19996935,96
28058648,28
129389158,1
18440389,15
79229494,7
543895677,32
99802405,15
943203804,12
1097270467,219
370736598,16
190224295,73
385486802,193
218789119,136
619815732,20
158937744,39
494252830,8
421714996,11
335426737,237
256773530,59
92854317,26
243730839,4
483577756,10
300070934,31
29480932,5
111127530,44
381666934,3
21625747,104
389648206,2
203559806,3
73197511,10
246823640,8
361496918,7
123279913,31
16903221,7
16044997,386
276595482,77
542744338,5
15827727,4
94352593,9
222819990,3
441973833,10
38639718,16
75335389,34
1200627678,0
1033285939,3
5130001,0
395484715,13
283332808,10
397019549,21
26854642,3
17551297,32
487803136,13
155792555,2
4093441,55
541927759,152
565131608,2
503827583,52
261857919,29
50910154,5
100531055,44
25886969,21
538458120,13
285734431,13
247404995,0
100033160,2
182055360,4
196218449,8
1060875288,14
277351885,38
268906600,1
107516300,4
390696780,5
284242666,5
15215453,3
91369352,17
613822232,25
351012642,6
173137904,0
206457337,12
279146802,1
173580066,2
45627934,3
52657832,3
929557369,0
748080476,0
471744253,15
274743250,12
53211399,1
152498426,12
273479738,49
50458600,168
41706757,179
395810455,4
1243510502,4
18435883,0
16493164,152
770671867,75
268412615,4
39204895,17
520820898,464
297787306,21
66076712,52
290895809,38
222995401,36
254777166,1
559049672,104
282282958,25
442860890,39
851805686,3
23020091,54
246455540,22
239378797,221
15675351,50
221019842,7
246667561,354
119149614,6
711063583,14
29217969,1
863580548,42
73128904,2
19082794,21
93006802,0
399360633,87
14631451,22
431971226,43
17850064,8
161849864,39
968015432,67
152625640,4
408257459,21
48708159,87
147934725,6
544158224,2
90511247,4
33607722,2
570144609,30
35975222,8
951841164,2
519000338,0
538475365,73
221414237,1
316696841,4
16087953,11
909289290,12
499449099,29
308632273,10
377851562,55
969591588,13
544713449,0
207745397,0
278228855,3
111096950,84
132575271,168
28186031,1
469538872,0
919156579,1
212621119,446
92607766,12
273223103,10
25230293,14
246948963,26
373581418,70
250931446,60
347227889,8
16658420,0
284838499,8
579490823,3
426673015,0
80155484,38
385195352,4
341310432,0
279644970,9
252167009,17
235122381,16
165493994,133
176398351,6
169125181,11
215987838,0
553601544,0
15612072,10
15419003,15
61213720,229
16832788,8
231211484,9
119711865,21
85999942,0
19231224,23
624022720,53
493463871,3
221565757,41
25217615,5
24892031,209
23979828,307
15830174,116
499366511,6
348226471,7
211700224,16
263850473,12
273758664,12
200140108,5
276518876,62
355105989,158
116282012,7
401651305,311
271646800,12
319749893,6
41514883,372
277580021,1
403689317,28
552080063,23
1257655196,6
23768120,44
596527769,0
840925669,5
1169215122,5
1268694740,0
2183601,8
15049217,10
16730316,5
20644763,52
703722876,31
24952644,31
258562269,5
21357830,10
19598120,3
133170079,0
541390165,2
420665931,0
1152981883,1
235425236,48
774519661,0
374096811,8
514845467,42
16208964,43
19365951,0
334996907,3
17221430,145
18040291,3
23695888,26
94760350,7
1323671,11
11609972,31
262244948,25
43047440,6
1108718324,0
285717387,4
617241899,12
934620770,4
178287743,93
200231908,6
43364540,79
247125962,0
146792452,12
851744330,1
776556378,6
23130850,13
29253678,1
71611873,12
78317432,0
1099121384,3
292659175,5
767540082,5
20530732,49
557449649,67
63198527,16
356303383,8
426888980,0
168504027,15
107794362,137
1042940202,5
547611286,49
424057610,15
809810088,29
553215041,5
591461998,18
37713606,66
115034238,17
61472094,5
398326897,7
23797435,4
397543166,6
1187398310,9
276586569,2
306944225,31
21825027,38
564920924,29
1265329136,0
397488530,31
342772599,9
399238624,1
310970714,1
391400343,16
465446391,2
1013523684,89
128490244,6
915477338,34
306832808,65
279550566,4
132171287,29
229765277,36
26593129,72
354743403,4
1204117964,1
570611285,0
91892348,14
498154944,118
21832884,84
1114250790,1
192922494,11
128712259,96
756085640,15
732493945,0
272498805,11
27349747,51
261751772,38
487811502,7
312422268,17
255124676,57
31226332,94
32391060,41
261487188,0
253382876,20
271516426,48
149543873,3
1151108563,0
242205201,2
18464551,65
196340725,1
276761716,6
305330589,209
451714922,62
438556331,20
20387713,4
442383920,7
16335073,33
237901118,2
194222922,79
139732486,3
498940924,0
36293581,3
17694287,3
13075932,10
27765177,23
581863095,46
610195349,16
856448304,15
409740980,3
599188522,3
387348325,4
17180475,1
542169141,18
102927420,6
204844864,67
584380180,29
464824122,117
101146132,33
473689699,22
1194130064,0
719442583,15
83689327,26
378615823,1387
37106938,0
395446247,0
396099486,0
404402803,0
273160093,14
1262481170,0
1267285542,0
165533527,23
404420419,81
362310283,24
552642409,5
249809370,63
347213984,16
356883125,11
1109187241,3
81050260,7
880810860,3
270088915,7
161107042,3
534827153,13
526919381,134
1056066385,40
596080947,20
269485235,29
872639550,6
414261042,8
306494846,30
494609110,62
859029968,6
253086457,13
575511770,18
310942227,63
522842112,47
173469798,14
144598107,4
21790920,3
271229421,11
917466355,14
21134069,44
416434193,11
33269047,14
543799267,130
268401139,223
49403072,65
327747513,1
374713557,6
170774815,597
400019874,2
44126988,1
187140926,10
375634441,7
86182834,52
427901944,39
188916172,1
534790063,0
36073085,3
209609597,2
83496033,21
42985494,6
174036746,2
607874997,0
286504250,38
153668307,1
182865739,3
86392520,15
541582069,11
996478027,22
24444891,69
36462468,64
37399340,2
1184156005,60
53542320,8
1014532460,346
206340892,7
64611995,14
54636481,2
1041121530,2
110587321,0
67171013,12
272247146,27
121291378,2
91404588,49
995002429,7
496075854,20
740994812,26
426739723,0
389550963,0
51963464,4
270889290,1
49018161,6
65535533,54
1222620624,4
55901461,4
8795262,58
15315875,1
20036361,7
22094253,4
18115619,3
126408925,13
21349417,76
423598205,9
66268665,7
15959069,14
55762792,14
726718814,19
74387981,26
15726214,3
66387685,5
45113194,0
829418706,8
616429626,16
896105796,17
337174475,53
222039393,2
112119151,1
833513995,1
245660950,13
1007615486,1
265041082,2
104644390,275
19388993,27
40191477,122
308347303,10
1128592190,11
363064080,8
451541694,0
1237156772,0
15031337,72
328112301,23
550250082,1035
243033466,15
159342666,72
68561255,43
227114507,31
16312570,12
606564909,4
635598734,0
29046868,31
854562582,0
773659566,37
192427701,12
21594028,127
20370879,14
216554278,4
629007862,3
421226526,25
22330357,2
20078507,3
976734595,0
1074278209,14
89155640,67
31254552,3
245039169,25
264003758,20
285744807,0
213296469,9
974785080,29
23926358,0
123662862,1
313332496,187
427743419,0
541201580,4
939500785,26
963460488,0
169670184,1
150829276,23
271006415,2
175392647,66
188983641,7
275313660,42
17524392,39
92674567,1
843842581,0
292686476,8
268622701,40
14871120,0
79184926,1
935377976,10
24384002,6
1106614572,0
168798900,82
923744418,3
622384821,23
1149274476,1
112327585,0
14276665,163
518046429,24
14390356,58
865633705,0
79015001,1
24121325,0
70377745,92
264451340,4
26181736,5
319742258,0
187654680,5
446445291,1
510831727,0
263691341,99
1170530546,102
21510079,4
56399458,4
28885750,7
524730862,21
159845237,0
912448819,0
65137576,28
438922660,1
162230121,4
128028442,4
217606140,2
244196762,170
67516139,3
334475094,4
112944623,517
70445552,5
223320350,6
280831905,180
902773724,2
177303552,1
40152815,28
290704632,24
102867308,40
513354952,1
311568175,47
19557595,371
20636473,1
80027957,13
263891856,22
27655434,3
16149936,46
272185225,24
359980797,12
78627903,88
17934964,18
47533676,85
17964900,1
63795844,14
216940188,29
251584824,9
218232928,282
35302544,1
111715724,1
1112892476,0
240318436,161
18592513,0
41112530,0
466603103,2
25164154,13
224339579,81
44777956,6
822198745,7
911582797,2
275295586,1
435094631,0
855136358,337
400419867,16
80475670,32
285796366,18
122176481,37
324871858,2
1149032365,6
843843476,50
497410944,47
230220287,23
626183808,17
181176786,0
69505975,2
32728797,21
435707754,29
35018890,18
287905776,1
1043296272,76
220518078,0
34276060,80
469911910,0
187805921,374
1192013226,1
1197136231,1
475865837,39
58366291,14
1276647637,306
270927838,1
119827702,150
290312086,2
581131583,1
23009685,0
283292134,0
377574684,15
33650839,70
65491605,375
272523322,21
559995442,13
27823555,491
595562971,1
256005257,1
16744001,1
458909421,4
186273990,10
1124513556,13
310425304,3
1230330985,0
247776029,26
32936416,16
19549528,0
15427232,30
21547158,43
14181214,1018
541252471,110
561028136,4
148821315,0
42691701,0
39532535,37
273703828,27
224142741,70
607054668,0
201265978,5
751791666,1
302659496,1
1038618348,3
25849601,97
1228713486,1
486147303,12
16583536,26
117247943,5
623174642,0
16422863,113
182995976,144
488916603,9
43568344,3
879136458,0
198943825,68
298034083,38
952184484,17
138121045,11
861557418,2
342136282,0
123035624,0
415126004,6
13230662,0
122067786,3
34478789,29
189004642,0
22166737,1
15636921,1
484065654,1
312379410,1
46710447,859
32257133,7
46213096,23
22104519,31
14721346,3
270091796,3
43005927,10
221303153,4
449849480,20
16871500,3
257144150,7
203949424,1
49400099,8
919815234,15
16658644,6
35494350,1
233749323,46
1126806397,55
260559024,9
256099934,30
496253544,0
17435582,36
16616320,0
374184788,1
1267627562,2
379529949,7
275342624,90
248827135,8
463569382,33
110099532,2
732658308,0
707226692,7
398307307,18
741659616,0
372189219,1
22229462,21
147394203,56
34275728,1
21622781,23
190240891,6
340188238,3
858827341,5
21665234,163
1005209094,5
20565770,23
174416040,44
86378138,4
1098266563,68
66066925,1
287260619,238
361428694,27
381136617,29
405986825,4
514642261,46
628605608,38
43162451,14
371062289,11
267462180,15
408765727,18
22224357,6
103950335,30
18975909,0
293196522,11
17692961,32
205834289,84
170041767,107
610589750,46
398778457,7
37827784,11
271670918,1
322802999,8
267184794,13
60500762,1
1116102128,0
234140065,3
363497817,9
32444591,36
6563122,154
250164587,0
11582802,19
87247412,46
23698727,579
40756532,28
392538004,6
303665229,256
16831607,30
333016219,14
494454468,32
22329923,1
46396082,1
111120328,4
533253197,2
137444494,50
621924412,19
395452946,0
274818699,0
560765411,0
22733545,71
1153290691,0
18253198,8
1138077696,38
1218767424,0
107236815,8
121742777,23
109608296,12
926620136,5
22303151,49
244612695,1229
494271016,29
852052230,17
878546018,1
351211110,25
14860927,154
362100154,64
556331089,1
52447427,83
256775505,154
390225936,9
21263260,35
365088087,1
16580153,74
20094273,245
188733067,53
71390388,256
284630825,32
125875248,46
37513164,1
473449200,14
939998528,23
1232241829,3
68966030,23
245212504,68
112372171,32
92651574,148
196717787,262
186602385,24
227150191,7
15782873,9
39234426,9
308865688,19
206255781,2
260827091,2
291497597,24
887825390,36
373244712,22
369088384,74
40950257,20
27525925,1
60637549,352
267902492,0
150289374,29
23259960,108
25095205,83
43705629,14
315943388,6
318577966,6
242123168,19
480897676,1
86216486,0
354570485,13
89812685,33
236363669,9
54251346,18
325315594,1
46420869,0
296482531,5
242051914,3
322367885,0
355577666,36
17178342,0
351220065,15
155631208,81
18703833,0
52435593,27
478115584,5
96074076,2
74888261,12
244622688,12
586185825,44
721201848,20
394245906,13
515638983,15
217872058,17
74179953,42
66140247,2
104476989,19
41362246,0
36984909,969
22420494,11
16753407,439
72506180,1
178097164,2
635207814,9
74227540,22
1272650227,1
521738852,4
188379252,24
705490496,11
115797743,2
98162037,10
511399796,3
14195066,101
787861291,2
574279451,16
324489515,0
354330741,1
241630348,4
246901576,16
78596808,4
398897629,0
18436624,0
16795670,6
907722638,6
704055756,0
274325886,12
22253014,12
254228285,0
146532434,1
19077807,59
930386257,203
443347925,17
38442445,1
93663580,11
132378897,2
100235515,27
258549215,18
283301194,29
277145358,23
55649216,0
14862531,0
215503616,0
185852300,72
15970856,4
171236379,15
538148973,8
121785205,42
508785291,24
323291764,5
94020511,8
595832255,2
297483708,139
62979039,3
132344472,12
177671430,2
423070189,7
353995991,0
98314052,4
66895826,1
242477265,13
308062165,278
552830823,10
559146347,38
1262402966,1
995325540,0
474510878,42
101646864,5
40550119,624
137471172,9
513824018,0
178196480,16
351237761,0
14884259,25
28952731,6
79263310,11
20878297,942
284757897,3
801743592,2
341813644,177
17546540,4
14988819,3
268539428,4
293488070,19
392880793,8
528006485,2
272214370,6
844825399,151
497213370,2
43605411,20
335439371,0
494329128,0
313503716,1
1191666822,4
1033928792,33
87561702,16
299444560,94
25241610,27
1109797962,0
201407405,2
316910129,8
420351613,30
17411801,0
15338360,2
147190097,0
459561197,21
1238445726,0
977630929,1
263580149,15
7638772,2
192814611,17
16646460,2
149120710,1
232519990,1093
61248597,1
38158508,2
214494357,45
90445427,0
17482189,1
608395920,4
195903035,219
17389318,2158
808387,14
17141770,62
365592531,4
26316027,90
46381669,117
266635199,79
14231419,349
221250086,1
21767372,11
431677460,0
111624312,0
10711672,17
246393685,2
22313084,4
63805938,67
216822870,15
167132271,19
146087611,19
155944229,0
362102805,0
16496346,8
291142267,0
256508013,7
183076776,2
615702478,1
90227660,142
123164736,1
456776119,1
771076922,3
387381118,1
1063688797,2
220851657,2
503754930,0
264364455,7
279758619,0
38807340,32
6114122,31
842788621,2
83304354,1
327807599,3
269666410,5
216311666,41
85606463,6
1265924923,0
451666832,2
180377030,2
137567832,14
1270694791,0
221250191,2
17556793,15
280273788,144
65111698,61
87769317,22
636188420,0
178879310,2
415086565,3
700306736,3
20054216,3
198722685,7
16535205,9
107534282,25
16405982,101
289629680,7
735752629,4
199833381,2
80063918,4
272398543,4
37961352,3
246637413,0
17300548,104
15397836,19
414186251,1
257761286,1
991559018,0
906466254,1
70693316,8
503693698,15
242808527,21
299228664,16
83180342,18
8447542,48
243225102,37
18547284,23
391743192,13
258151703,12
284619179,9
334800870,0
284495320,6
502163458,40
125848560,2
215501705,92
124295860,39
310400113,44
833988769,88
97931967,8
16438512,0
252824869,27
632320063,2
15608428,15
266048357,72
34296179,2
365574202,2
591378710,0
90606540,6
983481974,4
411940861,0
50664739,0
618163102,8
915413804,0
40674652,38
300669060,7
360988971,0
1007314507,4
311969504,2
484317938,11
281639257,6
818034576,64
17314758,376
468782243,13
500001852,17
413381411,1
18757095,71
65254904,60
44280511,1
18584466,0
1164339799,18
275210802,59
389475975,6
590528384,9
420318827,0
883423585,18
1173231918,142
66766337,1
416083105,2
267358228,18
286424432,57
1058502702,24
27371671,96
97474079,34
17929477,1
89715294,10
577083469,7
142408161,60
72663989,229
116476946,6
327394273,2
514960977,1
198405522,16
277060347,16
178401121,1
439313680,22
14467651,5
166642906,8
242506891,19
320990339,7
479771607,53
252401073,3
16180205,2088
55142273,35
28429319,4
20476018,4
436985128,3
46555511,68
103735808,4
1094058062,78
590003661,5
94732370,0
865536330,40
77298060,225
25947220,17
1102098822,5
583022820,9
27016796,28
27576784,6
324666915,20
307884494,74
255917337,14
27279477,3
1077759668,6
705370724,761
26996143,228
321045843,1
839357312,0
102282810,170
160432735,5
529786217,8
515986093,20
317755864,50
220576066,49
105306151,42
44718864,10
1256231707,0
65624152,118
198756416,7
150779362,3
466566898,12
36395646,468
21671326,11
339060501,24
49772096,0
395292058,6
15728569,63
283368566,2
18654401,506
472515859,86
1179642390,0
942627236,35
16372926,3
192321697,157
272632742,5
44316923,4
361313270,51
255696084,0
443804372,8
239388939,54
7727422,1
382516525,66
295707178,26
273038120,13
24836413,28
336185834,12
35342112,12
14363552,6
17881636,1
34073187,25
234910661,0
31250479,17
16546939,2
250170548,1
507494424,11
90996160,4
12046772,7
14241069,11
224366663,154
145703064,3
16654103,1
1260608046,4
145677570,0
95105815,69
57771926,2
94162094,7
603719194,32
180093728,90
20059077,3
255823181,1
20537310,11
113208652,11
508876374,2
37552089,35
113387174,8
1307791,3425
164075542,204
374735534,18
40863827,39
274058279,2
126571380,3
71703535,3
17235459,3
266986977,4
20692578,3
495066576,3
594212211,10
240911396,2
1250328126,2
41013703,0
100597465,135
132294267,71
233303806,5
397393302,0
95462457,4
271117979,129
217583369,56
361448967,4
92864379,96
430896247,6
292624934,4
93964759,10
26442278,0
160339209,6
16540752,15
21423190,10
134993381,10
21060644,15
16132289,2
26776939,6
264138087,236
163298152,47
382803993,5
427822638,7
265733538,5
16676172,40
284853577,12
124236594,1
325333226,0
190251799,1
262323897,19
229682182,22
632592632,123
303321116,7
260566096,125
853288416,0
194490269,7
115491361,3
150293439,5
323400565,16
808031126,1
8150292,11
30966415,47
242038643,109
395300100,1
26286207,1
16367019,2
359011405,10
266620548,47
604842373,33
523849647,3
15223577,13
1208959315,1
258497039,2
67254536,0
95672811,14
183114838,377
404472305,4
91035609,30
15702055,53
256664075,5
42411129,139
19295032,1
242394505,35
256952235,2
1154111378,3
1023659581,6
1273148768,9
18165715,0
569445382,15
1141224883,0
14954158,1
26037015,62
328029510,37
390127676,3
17691510,6
976111975,0
360639045,0
404349157,4
479174961,9
449920911,3
54169562,171
938268962,1
382330069,1
1202055853,5
331776617,18
587725384,6
331998971,50
490997129,75
879938671,112
379869808,1
125282905,0
20207497,1
19328001,30
167156495,2
1084878776,4
456209002,4
25362154,7
68888806,4
213064124,0
79889696,10
398688825,12
836907222,12
5837592,0
403804341,0
360341311,43
45418457,1
261309062,158
322615343,21
16211114,195
612019451,14
214164173,26
70500181,2
50715881,0
19801933,8
44238517,21
158766748,29
48457938,12
28578004,4
30967575,5
844099489,12
250834460,0
99856389,7
22333382,4
394838420,8
543844268,8
94229756,0
136598338,8
174285518,67
41205644,42
605940304,1
360384010,1
32138687,11
26612007,4
1087315136,33
991670881,41
161475722,8
506496611,7
519571848,2
991803612,0
198122317,19
172487387,1
354709978,2
227143079,14
57431906,4
18709858,62
108909795,37
1004484314,8
270534541,0
380376309,2
242846644,18
63966763,133
61583209,0
881505384,58
189622949,0
147981741,34
466963666,27
1041906002,2
1080115680,0
26248921,28
19193229,13
292357569,2
383826803,0
287974083,22
1158739338,71
493488747,34
25562342,16
371070418,33
33699810,22
146972021,7
218748524,1
292460155,3
944264166,5
814665444,45
82261964,18
30679892,58
361405809,11
366307876,1
404973272,0
490960022,35
215406950,21
207612347,252
232683104,0
33666565,1
312874303,11
259606419,8
362170813,7
187997748,6
253180312,22
107296416,1
217254311,3
256124395,3
411413547,31
463015551,0
61619217,2
227291265,0
89018343,3
18117300,143
27447051,4
800913169,0
19282352,5
91017612,23
473169001,8
272059064,0
306118444,66
931039604,2
18958712,1
438398549,5
188007231,415
122053347,74
197891853,3
19599799,9
946498220,2
221577386,0
241222972,0
286229457,146
255332775,10
561603919,18
989106043,10
7075582,4
179316969,11
15964090,4
1149028724,4
1242064148,5
24421289,44
37970352,28
24597118,6
57750980,13
19568866,9
15682552,24
607871339,18
235907534,1
23534420,6
1210051994,4
103772503,62
115886031,11
135823693,2
86553574,3
390737393,3
6038862,12
851843886,0
1212389454,7
973670803,0
48066044,3
252605568,0
205463662,1
1022666976,24
1027658838,1
780844903,0
86110985,3
20508361,0
266914729,0
38278645,4
211130293,3
229545816,5
36126551,41
492873598,0
26245743,1
43815505,8
17025223,0
21460797,92
432957230,0
283258239,22
21139166,73
73500803,160
258135801,131
138956534,21
311567625,1
80292014,8
244680936,0
732951152,29
1226601480,5
24639266,116
281661071,4
199457885,6
171102859,139
521879347,40
585434206,0
490776451,1
1015951808,23
65917423,4
516634980,4
237842283,73
197650075,2
906560450,1
233426838,75
317228299,8
32485442,12
162606435,1
130341846,1
17479221,0
18711754,39
