id,label,size,statuses_count,followers_count,friends_count,listed_count,favourites_count,klout_score,klout_score_bucket,kred_influence,kred_outreach,indegree,outdegree,degree,weighted degree,weighted indegree,weighted outdegree,eccentricity,closnesscentrality,betweenesscentrality,eigencentrality,newClusteringCoefficient,clustering,componentnumber,strongcompnum,pageranks,authority,hub,modularity_class,interaction_count,temp_term_score,num_tweets,term_score_distinct_tweets,final_term_score
857278716,SkepticCritic,10,20,2,7,0,0,12.3543574036,10-19,12,1,0,2,2,2,0,2,7,3.1726907631,0,0,0.5,1,0,82,4.4780486537007367E-5,0,6.0693606E-6,55,0,0,26,0,0
878546018,wjgreen_,10,4121,1180,1612,16,173,53.5059893386,50-59,703,7,1,3,4,4,1,3,7,3.3311014396,0,4.7802997806535753E-4,0.25,1,0,66,4.900707065209591E-5,1.198308E-5,1.2138721E-5,372,1,1,201,1,0.0049751244
935377976,Lachelagrappe,10,2869,72,80,0,16,41.7187698214,40-49,656,6,2,2,4,4,2,2,6,3.1818181818,0,1.804277783239052E-4,0.0833333333,1,30,104,1.520200398329523E-4,1.797462E-5,1.8208082E-5,315,10,0,200,0,0
945068773,DLeowinata,10,230,47,171,0,15,31.0342933093,30-39,453,3,1,2,3,3,1,2,7,3.2286575159,0,6.197878061457962E-4,0.1666666667,1,0,66,4.9114587888461136E-5,1.198308E-5,1.2138721E-5,55,4,0,200,0,0
951839304,Omarheaps,10,1090,72,124,2,919,38.7537689305,30-39,568,5,2,2,4,4,2,2,8,3.2112487446,0,0.0010463996,0.0833333333,1,0,66,4.778696976397694E-5,1.797462E-5,1.8208082E-5,47,4,0,188,0,0
998331242,abuaysha007,10,13,9,52,0,2,13.2677859755,10-19,59,1,0,2,2,2,0,2,8,3.4989959839,0,0,0.5,1,0,77,4.4780486537007367E-5,0,6.0693606E-6,390,1,0,13,0,0
1013316650,paulajavaloyes,10,737,94,118,0,19,39.2394622415,30-39,620,4,3,2,5,5,3,2,2,1.3333333333,0,2.3259576264053933E-4,0.15,1,383,697,2.9852402567743933E-4,2.396616E-5,2.4277442E-5,397,181,0,200,0,0
1090036602,ProLifeGuy,10,353,519,536,7,0,43.8638623954,40-49,523,4,2,2,4,4,2,2,7,3.5299631738,0,4.7661807516977177E-4,0.0833333333,1,0,66,6.387814258470701E-5,1.797462E-5,1.8208082E-5,372,14,0,200,0,0
1141224883,InterculturalSK,10,84,10,24,1,0,18.3779454967,10-19,49,3,0,2,2,2,0,2,7,3.1596385542,0,0,0.5,1,0,400,4.4780486537007367E-5,0,6.0693606E-6,390,0,0,111,0,0
1187398310,emariegriffin,10,14,27,56,0,8,26.5969314997,20-29,222,2,1,2,3,3,1,2,1,1,0,7.64703944502054E-5,0.1666666667,1,110,224,2.094909845857181E-4,1.198308E-5,1.2138721E-5,106,9,0,28,0,0
1199108329,AnonOpsNow,10,2,26649,203,1,5,42.1101257161,40-49,714,3,0,2,2,2,0,2,1,1,0,0,0.5,1,0,718,4.4780486537007367E-5,0,6.0693606E-6,47,3,0,7,0,0
1202055853,chrisdarimont,10,10,49,39,0,0,39.5289954612,30-39,416,2,2,2,4,4,2,2,7,3.4449280214,0,5.446620596905056E-4,0.0833333333,1,0,66,6.098567990188838E-5,1.797462E-5,1.8208082E-5,55,5,0,21,0,0
1207063184,IggyPosh,10,126,64,206,0,89,40.8947907231,40-49,509,4,2,2,4,4,2,2,2,1.75,0,1.720745070324517E-4,0.0833333333,1,214,407,1.3418960891622365E-4,1.797462E-5,1.8208082E-5,266,13,0,199,0,0
1242439537,FilomenaFerraro,10,32,6,19,0,0,23.0746452114,20-29,86,2,0,2,2,2,0,2,8,3.4129852744,0,0,0.5,1,0,717,4.4780486537007367E-5,0,6.0693606E-6,390,0,0,32,0,0
1250116735,ottawa_rt,10,6043,110,0,3,0,41.3578237281,40-49,532,9,2,0,2,2,2,0,0,0,0,5.189202392842031E-4,0.5,1,0,44,4.7393183933105995E-5,1.797462E-5,0,372,2,0,210,0,0
1260599725,AnaisArmede,10,49,12,18,0,0,40.6773610568,40-49,582,4,2,2,4,4,2,2,8,3.9393939394,0,1.5451002051869458E-4,0.0833333333,1,30,104,1.420195880440812E-4,1.797462E-5,1.8208082E-5,315,36,0,195,0,0
