Id,Label,Statuses Count,Followers Count,Friends Count,Listed Count,Favourites Count,Klout Score,Klout Score Bucket,Kred Influence,Kred Outreach,Eccentricity,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,Local Clustering Coefficient,Clustering Coefficient,Component ID,Strongly-Connected ID,PageRank,Modularity Class,Authority,Hub,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,In-Degree,Out-Degree,Degree,Erdös Number
22331578,LabradorCrys,10.0,29.0,42.0,0.0,1.0,17.328720449060825,10-19,49.0,1.0,9.0,4.836508639787328,0.0,0.0,0.0,1.0,0,111,4.766339181938244E-5,288,0.0,2.7585445E-5,1.0,0.0,1.0,0,1,1,4
492059038,Newbie50001,6.0,1.0,44.0,0.0,0.0,10.670858637579528,10-19,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,112,4.766339181938244E-5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,8
127551326,packermanno,13.0,5.0,109.0,0.0,0.0,16.202198876735622,10-19,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,113,4.766339181938244E-5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,8
59767832,kgallag1,7.0,6.0,48.0,0.0,1.0,16.526237832417294,10-19,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,114,4.766339181938244E-5,2,0.0,0.0,0.0,0.0,0.0,0,0,0,8
255817854,glamrgirll,150.0,33.0,258.0,0.0,3.0,13.412968390417667,10-19,256.0,4.0,8.0,4.440850686752326,0.0,0.0,0.0,0.0,0,115,4.766339181938244E-5,29,0.0,2.7585445E-5,2.0,0.0,2.0,0,2,2,3
1269887706,JorgeCanadiense,2.0,1.0,16.0,0.0,0.0,13.48965768791399,10-19,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,116,4.766339181938244E-5,3,0.0,0.0,0.0,0.0,0.0,0,0,0,8
362903520,bctweetster,28.0,9.0,145.0,0.0,1.0,21.774456126075535,20-29,317.0,3.0,8.0,4.022606382978723,6.695390123396448,0.008517290435862928,0.05,0.1,0,110,4.95773834142679E-5,463,5.4100845E-5,5.517089E-5,5.0,1.0,4.0,1,4,5,4
307963985,RayMartin2,1.0,4.0,0.0,0.0,0.0,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,117,4.766339181938244E-5,4,0.0,0.0,0.0,0.0,0.0,0,0,0,8
937513957,adamdasilva3,4.0,0.0,2.0,0.0,0.0,10.0,10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,118,4.766339181938244E-5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,8
517159398,Crimethought,13.0,21.0,0.0,0.0,29.0,31.198422259339964,30-39,535.0,5.0,0.0,0.0,0.0,0.022821443041565845,0.0,0.0,0,6,6.616197573966478E-5,443,1.6230253E-4,0.0,5.0,5.0,0.0,5,0,5,4
1268250757,JillianLCurtin,2.0,4.0,13.0,0.0,0.0,14.151882817248719,10-19,25.0,1.0,7.0,3.8226950354609928,2476.349027465749,0.009185128172087602,0.06666666666666667,0.33333334,0,110,7.951779905851463E-5,443,1.0820169E-4,1.1034178E-4,6.0,3.0,3.0,3,3,6,4
1200867362,RhinehartbslShe,19.0,3.0,89.0,0.0,0.0,,,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,119,4.766339181938244E-5,6,0.0,0.0,0.0,0.0,0.0,0,0,0,8
1267034376,antpao6312,2.0,4.0,41.0,0.0,1.0,15.439557687619086,10-19,116.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8,120,4.766339181938244E-5,7,0.0,0.0,0.0,0.0,0.0,0,0,0,8
1274297383,smiling_2002,5.0,0.0,175.0,0.0,0.0,10.0,10-19,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9,121,4.766339181938244E-5,8,0.0,0.0,0.0,0.0,0.0,0,0,0,8
1072032300,ikwew_III,18672.0,834.0,1267.0,9.0,12947.0,55.49126536214445,50-59,755.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10,122,4.766339181938244E-5,9,0.0,0.0,0.0,0.0,0.0,0,0,0,8
1204850634,FrantzztiDaphin,18.0,3.0,74.0,0.0,0.0,10.670858637579528,10-19,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,123,4.766339181938244E-5,10,0.0,0.0,0.0,0.0,0.0,0,0,0,8
30483902,loganclyburne,54.0,14.0,124.0,0.0,2.0,21.695676186414502,20-29,218.0,3.0,9.0,4.607443509082853,0.0,0.0,0.0,0.0,0,124,4.766339181938244E-5,445,0.0,2.7585445E-5,1.0,0.0,1.0,0,1,1,4
493595072,ChrisWilson630,4.0,53.0,14.0,1.0,0.0,34.13032059339325,30-39,371.0,1.0,8.0,4.0195035460992905,213.810750484143,0.017356043484658284,0.1388888888888889,0.33333334,0,110,9.505218721750643E-5,463,1.6230253E-4,1.6551267E-4,9.0,5.0,4.0,5,4,9,4
1242788588,gharold3,5.0,1.0,9.0,0.0,0.0,14.937085683541852,10-19,71.0,1.0,8.0,4.065130704474967,0.0,0.0,0.0,0.0,0,125,4.766339181938244E-5,75,0.0,2.7585445E-5,1.0,0.0,1.0,0,1,1,4
274353837,Democracyeh101,1.0,288.0,904.0,98.0,0.0,31.207771465432884,30-39,327.0,3.0,7.0,3.1972517730496453,1050.1526266900494,0.022930691689524312,0.025735294117647058,0.07692308,0,110,1.1346266690960936E-4,443,1.352521E-4,1.3792723E-4,17.0,4.0,13.0,4,13,17,3
29024261,andyingy,2697.0,302.0,949.0,2.0,1126.0,49.12701343800683,40-49,636.0,7.0,0.0,0.0,0.0,0.020571332514454588,0.16666666666666666,0.33333334,0,1,5.5869548929473745E-5,443,1.352521E-4,0.0,4.0,4.0,0.0,4,0,4,4
1263738432,Test4Echoes,1.0,0.0,31.0,0.0,0.0,11.063285783848436,10-19,2.0,2.0,8.0,3.7318262411347516,255.95414223237725,0.004353288458279948,0.18055555555555555,0.29166666,0,110,5.0105976990949156E-5,29,5.4100845E-5,5.517089E-5,9.0,1.0,8.0,1,8,9,4
140559917,Queendavidg,7037.0,73.0,79.0,2.0,12.0,22.55781409799704,20-29,580.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12,126,4.766339181938244E-5,11,0.0,0.0,0.0,0.0,0.0,0,0,0,8
1069600106,mikehammer2013,751.0,12.0,0.0,0.0,0.0,35.04995531691064,30-39,615.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13,127,4.766339181938244E-5,12,0.0,0.0,0.0,0.0,0.0,0,0,0,8
1268953286,barry8ronald,0.0,0.0,14.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,128,4.766339181938244E-5,13,0.0,0.0,0.0,0.0,0.0,0,0,0,8
608237534,corykanderson,295.0,88.0,169.0,3.0,2.0,36.87877445117651,30-39,484.0,4.0,7.0,3.7779255319148937,8622.257248076758,0.016985750703726044,0.0,0.0,0,110,9.713191175248207E-5,63,1.0820169E-4,1.1034178E-4,7.0,3.0,4.0,3,4,7,3
993993534,RobertBaillieul,144.0,14.0,6.0,1.0,3.0,23.55168599937793,20-29,266.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15,129,4.766339181938244E-5,14,0.0,0.0,0.0,0.0,0.0,0,0,0,8
273283728,djvanbc,12.0,79.0,678.0,0.0,3.0,29.72463509358552,20-29,462.0,5.0,0.0,0.0,0.0,0.0063856200893822115,0.0,0.6666667,0,0,5.976658347444207E-5,463,5.4100845E-5,0.0,1.0,1.0,0.0,1,0,1,4
593051958,CorentinDen,4369.0,217.0,167.0,0.0,286.0,41.62402790236403,40-49,694.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16,130,4.766339181938244E-5,15,0.0,0.0,0.0,0.0,0.0,0,0,0,8
1283039702,move_GTHA,39.0,9.0,121.0,0.0,0.0,28.532688056979012,20-29,154.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17,131,4.766339181938244E-5,16,0.0,0.0,0.0,0.0,0.0,0,0,0,8
1298696424,3f127riejuzji91,0.0,0.0,0.0,0.0,2.0,10.0,10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,132,4.766339181938244E-5,17,0.0,0.0,0.0,0.0,0.0,0,0,0,8
1298749087,oleg_dm_8857434,1.0,0.0,0.0,0.0,1.0,10.0,10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,133,4.766339181938244E-5,18,0.0,0.0,0.0,0.0,0.0,0,0,0,8
1238329170,ScoMo68,82.0,5.0,43.0,0.0,0.0,34.55673039698824,30-39,483.0,4.0,8.0,4.979618963225521,0.0,0.0,0.0,0.0,0,134,4.766339181938244E-5,75,0.0,2.7585445E-5,1.0,0.0,1.0,0,1,1,2
615325412,nb_jag,22.0,8.0,9.0,0.0,0.0,20.894812898411416,20-29,119.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20,135,5.1696329636813506E-5,19,0.0,0.0,0.0,0.0,0.0,0,0,0,8
57057185,bigbodypresents,24765.0,505.0,730.0,12.0,1051.0,50.116867834421306,50-59,738.0,8.0,7.0,3.539450354609929,135.03168361126126,0.024327268045045078,0.11695906432748537,0.5378788,0,110,1.1555994294930295E-4,288,2.9755465E-4,3.034399E-4,19.0,10.0,9.0,10,9,19,3
1310794578,justwatchmeCA,1.0,0.0,14.0,0.0,0.0,10.0,10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,21,136,4.766339181938244E-5,20,0.0,0.0,0.0,0.0,0.0,0,0,0,8
24261516,SussanneS,2238.0,472.0,1083.0,18.0,29.0,45.76294870214581,40-49,611.0,6.0,7.0,3.0190602836879434,12413.283253379563,0.17386938336461263,0.05460526315789474,0.25319865,0,110,3.192074059711126E-4,463,0.0011631681,0.0011861742,96.0,42.0,54.0,42,54,96,3
842408154,NormaBlissett,262.0,102.0,92.0,7.0,3.0,39.57252421204733,30-39,444.0,4.0,7.0,3.587322695035461,2899.3645570791487,0.09173479999305559,0.125,0.365,0,110,1.4384270836633714E-4,463,6.7626056E-4,6.8963616E-4,33.0,24.0,9.0,24,9,33,4
219492211,Aclark_2,13411.0,701.0,511.0,0.0,25.0,43.43953628462043,40-49,762.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,22,137,4.766339181938244E-5,21,0.0,0.0,0.0,0.0,0.0,0,0,0,8
361195351,bsichel,1946.0,470.0,749.0,20.0,40.0,49.10054419300801,40-49,673.0,6.0,7.0,3.139627659574468,18391.6175228156,0.0737583473613849,0.06299435028248587,0.18770765,0,110,2.601041560847611E-4,445,6.7626056E-4,6.3446525E-4,60.0,24.0,36.0,24,36,60,3
278940186,allforjury,26445.0,982.0,2001.0,13.0,79.0,39.72228429450835,30-39,769.0,8.0,8.0,4.114804964539007,0.0,0.002081157068672858,0.0,0.53333336,0,110,5.016171577845109E-5,75,5.4100845E-5,5.517089E-5,2.0,1.0,1.0,1,1,2,4
472286193,ChrisKirouac,52880.0,488.0,819.0,10.0,11425.0,56.91732032553143,50-59,748.0,9.0,6.0,2.8838652482269502,15220.887057882775,0.1736381357459079,0.03359298928919182,0.13176471,0,110,1.9553454996635731E-4,443,0.0010008656,9.93076E-4,79.0,36.0,43.0,36,43,79,3
113953933,jordangrondin,422.0,123.0,761.0,0.0,8.0,40.707386705827496,40-49,558.0,5.0,7.0,3.2083333333333335,768.876116632006,0.009009450448926355,0.05238095238095238,0.12867647,0,110,7.486086994520558E-5,75,1.352521E-4,1.3792723E-4,21.0,4.0,17.0,4,17,21,3
467013270,BobMunroeLawyer,2201.0,1987.0,1871.0,39.0,12.0,50.681724454157994,50-59,687.0,5.0,7.0,3.3058510638297873,6219.11623996648,0.02595419728264452,0.0015384615384615385,0.0054945056,0,110,1.2973313872764936E-4,75,4.0575632E-4,4.137817E-4,26.0,14.0,12.0,14,12,26,3
1072009236,Polkameister,2546.0,113.0,135.0,1.0,1.0,51.69237169872611,50-59,699.0,6.0,7.0,3.460549645390071,3731.2158272757106,0.16641900300289475,0.07011494252873564,0.1865942,0,110,2.0234056818619866E-4,63,6.492101E-4,6.3446525E-4,30.0,23.0,7.0,23,7,30,4
1243862612,michel_loiselle,31.0,9.0,51.0,0.0,0.0,26.37290886715509,20-29,186.0,1.0,8.0,4.978289765175011,0.0,0.0,0.0,0.0,0,138,4.766339181938244E-5,75,0.0,2.7585445E-5,2.0,0.0,2.0,0,2,2,2
100689906,Chan_ing,12740.0,189.0,141.0,8.0,1.0,44.8134183090287,40-49,739.0,8.0,8.0,4.451241134751773,260.50595404351907,0.02593881719991822,0.06666666666666667,0.25,0,110,9.447227241068669E-5,29,1.0820169E-4,1.1034178E-4,6.0,3.0,3.0,3,3,6,4
159282071,rezboi39,16019.0,434.0,1176.0,5.0,42.0,44.59392241008248,40-49,685.0,8.0,6.0,3.074468085106383,5694.945110839521,0.04218336798609529,0.02795698924731183,0.104761906,0,110,9.964833946133632E-5,443,2.9755465E-4,3.034399E-4,31.0,10.0,21.0,10,21,31,3
383397053,Dwhitney0405,3155.0,364.0,293.0,1.0,879.0,42.038730828646344,40-49,686.0,6.0,3.0,1.8571428571428572,11.0,9.678145359775873E-4,0.05,0.33333334,23,140,3.4874522306972786E-4,48,1.0820169E-4,1.1034178E-4,5.0,3.0,2.0,3,2,5,8
269963819,Danthenewsman,2153.0,293.0,204.0,16.0,0.0,45.67399002367474,40-49,643.0,5.0,8.0,3.745567375886525,1708.0255029315126,0.017799395991118266,0.09090909090909091,0.29166666,0,110,1.2612313122272787E-4,101,2.434538E-4,2.48269E-4,12.0,8.0,4.0,8,4,12,4
27161840,HamBaconTomato,10095.0,1177.0,1352.0,61.0,14.0,45.93647771751507,40-49,703.0,7.0,7.0,3.222517730496454,12204.57037041796,0.1363233006572921,0.048846675712347354,0.17177589,0,110,4.4692647625749264E-4,75,0.0010008656,0.0010206616,67.0,36.0,31.0,36,31,67,2
455831687,rafinhaahtg,738.0,540.0,1441.0,1.0,24.0,30.909413308659296,30-39,459.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24,141,4.766339181938244E-5,22,0.0,0.0,0.0,0.0,0.0,0,0,0,8
433867215,JehCOh13,3554.0,401.0,541.0,3.0,1019.0,44.31885091822093,40-49,710.0,6.0,6.0,2.903368794326241,10234.117431480103,0.12643220885469958,0.015350877192982455,0.10229885,0,110,1.6072776835573363E-4,443,7.8446226E-4,7.999779E-4,57.0,28.0,29.0,28,29,57,3
1264595090,BradenHutchinso,6.0,12.0,53.0,0.0,0.0,17.799891089045722,10-19,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35714287,25,142,4.766339181938244E-5,23,0.0,0.0,0.0,0.0,0.0,0,0,0,8
16324671,GlenkArthur,6017.0,470.0,622.0,18.0,22.0,52.286711049103616,50-59,700.0,7.0,7.0,3.2531028368794326,3824.087151623055,0.09943321379204884,0.055443548387096774,0.22380953,0,110,1.5944006856597785E-4,463,4.5985717E-4,4.6895258E-4,32.0,16.0,16.0,16,16,32,4
469733877,justmarkermcd,1247.0,66.0,190.0,0.0,141.0,32.01768033261182,30-39,577.0,5.0,8.0,4.2946389011962784,0.0,0.0,0.0,0.45238096,0,143,5.1386237885896697E-5,63,0.0,2.7585445E-5,1.0,0.0,1.0,0,1,1,4
35303265,zoe_ferry,7764.0,986.0,1476.0,28.0,148.0,65.66525454949762,60-69,704.0,7.0,7.0,3.1843971631205674,10842.524812043011,0.1293647608861098,0.02788220551378446,0.118487395,0,110,2.6942568556629E-4,463,8.926639E-4,8.8273425E-4,57.0,32.0,25.0,32,25,57,3
296350580,KevinROKeefe,598.0,93.0,89.0,3.0,0.0,42.177148732299855,40-49,407.0,3.0,7.0,3.2557624113475176,1051.6570296590498,0.045544560928412824,0.05238095238095238,0.24444444,0,110,1.0436715500158385E-4,443,2.9755465E-4,2.7585446E-4,15.0,10.0,5.0,10,5,15,3
462908677,NLNDPCaucus,955.0,896.0,366.0,23.0,1.0,48.35922064008578,40-49,692.0,5.0,8.0,3.8940602836879434,3819.612311097312,0.0880206751126993,0.0744047619047619,0.15737514,0,110,2.825551874916025E-4,288,0.0011090674,0.0011310033,49.0,40.0,9.0,40,9,49,3
33082809,JoshLee_BAHoops,8830.0,771.0,1073.0,28.0,12.0,50.89556155772817,50-59,740.0,7.0,1.0,1.0,0.0,6.070422512955594E-4,0.08333333333333333,1.0,26,144,3.177448371356425E-4,24,8.1151265E-5,8.2756334E-5,4.0,2.0,2.0,2,2,4,8
837000614,xryanhurdx,180.0,210.0,88.0,3.0,30.0,42.56641465214441,40-49,553.0,3.0,1.0,1.0,0.0,6.070422512955594E-4,0.08333333333333333,1.0,26,144,3.177448371356425E-4,24,8.1151265E-5,8.2756334E-5,4.0,2.0,2.0,2,2,4,8
21622781,MikeSeager,5705.0,1790.0,2003.0,31.0,107.0,50.587163532066405,50-59,669.0,7.0,7.0,3.2557624113475176,3870.3259814898815,0.3149740941235713,0.061457418788410885,0.32435897,0,110,1.9768716344129462E-4,63,9.467648E-4,9.654906E-4,68.0,34.0,34.0,34,34,68,3
131647033,gotta_be_kd_03,839.0,132.0,440.0,0.0,122.0,30.93653879362037,30-39,435.0,5.0,8.0,4.344262295081967,0.0,0.0,0.0,0.0,0,145,5.498142947186374E-5,443,0.0,2.7585445E-5,2.0,0.0,2.0,0,2,2,4
237404095,dardsa,1447.0,25.0,231.0,0.0,20.0,27.669273376500882,20-29,442.0,5.0,8.0,4.091714665485157,0.0,0.0,0.5,1.0,0,146,4.766339181938244E-5,29,0.0,2.7585445E-5,2.0,0.0,2.0,0,2,2,4
32521071,BrewsterHoops,9524.0,4723.0,1147.0,85.0,69.0,58.950407805440264,50-59,778.0,8.0,1.0,1.0,0.0,6.070422512955594E-4,0.08333333333333333,1.0,26,144,3.177448371356425E-4,24,8.1151265E-5,8.2756334E-5,4.0,2.0,2.0,2,2,4,8
1083627469,Ibrah_OvaarMarz,2324.0,67.0,94.0,0.0,71.0,43.51336483862093,40-49,627.0,6.0,8.0,3.9388297872340425,0.0,0.0017748366934193045,0.0,0.26190478,0,110,7.557231922891159E-5,29,5.4100845E-5,5.517089E-5,2.0,1.0,1.0,1,1,2,4
1203545232,KovachrfjCameli,18.0,3.0,60.0,0.0,0.0,,,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27,147,4.766339181938244E-5,25,0.0,0.0,0.0,0.0,0.0,0,0,0,8
261999441,philippejohnson,321.0,168.0,600.0,2.0,1.0,41.707879264909124,40-49,537.0,4.0,8.0,3.0593971631205674,6840.08119205336,0.07686749476196483,0.0743321718931475,0.25,0,110,1.781277364177958E-4,63,4.3280676E-4,4.4136713E-4,42.0,15.0,27.0,15,27,42,4
158502985,GlobalRegina,8929.0,5481.0,856.0,134.0,3.0,47.25571953034961,40-49,772.0,6.0,7.0,3.485372340425532,10052.631214732595,0.08131054804133735,0.06116642958748222,0.13010752,0,110,2.5081015454382567E-4,77,7.8446226E-4,7.999779E-4,38.0,28.0,10.0,28,10,38,4
1012702262,JoelFromYEG,220.0,125.0,425.0,2.0,192.0,39.82817684024462,30-39,556.0,4.0,7.0,3.1325354609929077,2717.1488006232194,0.12831928441578735,0.0880952380952381,0.28833333,0,110,1.0304512741505502E-4,63,3.5165547E-4,3.586108E-4,36.0,12.0,24.0,12,24,36,3
71390388,AlbertaAltruist,17346.0,1017.0,140.0,41.0,0.0,58.288773738213315,50-59,774.0,8.0,7.0,3.3754432624113475,862.1657213213258,0.45484407142009103,0.14223057644110276,0.27111614,0,110,2.8939693906534505E-4,63,0.0013795715,0.0014068577,57.0,50.0,7.0,50,7,57,4
18117300,Proud_Canadian1,28828.0,1349.0,1676.0,73.0,178.0,46.235801137083875,40-49,780.0,8.0,7.0,2.93572695035461,27002.29383914194,0.45832829183620416,0.03827838827838828,0.13954452,0,110,5.056655740108458E-4,63,0.0015148236,0.001544785,105.0,55.0,50.0,55,50,105,3
117453967,Heather4Regina,2343.0,469.0,387.0,19.0,23.0,46.33884067281151,40-49,693.0,6.0,7.0,3.5460992907801416,3089.7272423887484,0.08178138257892838,0.08408748114630468,0.3467742,0,110,2.27533092399461E-4,77,8.1151264E-4,8.275634E-4,52.0,29.0,23.0,29,23,52,3
1090069562,ellewist,1882.0,128.0,345.0,0.0,108.0,35.77687482803249,30-39,465.0,6.0,8.0,3.899822695035461,59.95174775120604,0.02270155460932471,0.09523809523809523,0.35,0,110,7.118719464547112E-5,63,1.0820169E-4,1.1034178E-4,7.0,3.0,4.0,3,4,7,3
487315919,nano4nia,20884.0,558.0,403.0,1.0,210.0,45.94167193749848,40-49,779.0,8.0,2.0,1.3333333333333333,0.0,6.330428283251584E-4,0.08333333333333333,1.0,28,149,2.688948648460337E-4,89,8.1151265E-5,8.2756334E-5,4.0,2.0,2.0,2,2,4,8
959017472,PhilJFBoychuk,346.0,94.0,372.0,1.0,2.0,41.97021407173364,40-49,579.0,4.0,7.0,3.1077127659574466,4376.618573169106,0.026516674934648248,0.03908045977011494,0.123809524,0,110,1.240134536521426E-4,77,3.2460506E-4,3.3102534E-4,30.0,11.0,19.0,11,19,30,3
16434993,aaronleewudrick,5243.0,532.0,517.0,20.0,0.0,53.981832215200036,50-59,739.0,7.0,7.0,3.598404255319149,5176.275116205784,0.1900587055876619,0.06478405315614617,0.14603175,0,110,4.4544835598012714E-4,63,7.8446226E-4,7.723925E-4,43.0,28.0,15.0,28,15,43,3
1199927678,WaiteshztNancie,11.0,3.0,59.0,0.0,0.0,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,150,4.766339181938244E-5,26,0.0,0.0,0.0,0.0,0.0,0,0,0,8
258151604,bpond72,962.0,47.0,78.0,1.0,1.0,34.334040244166346,30-39,652.0,6.0,8.0,4.550287992910944,0.0,0.0,0.0,0.0,0,151,4.766339181938244E-5,445,0.0,2.7585445E-5,1.0,0.0,1.0,0,1,1,5
325941616,SantiagoGuajard,8000.0,178.0,161.0,0.0,125.0,,,710.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30,152,4.766339181938244E-5,27,0.0,0.0,0.0,0.0,0.0,0,0,0,8
28127520,Sultan_Sadat,787.0,413.0,2000.0,4.0,339.0,36.38721969180365,30-39,510.0,5.0,7.0,2.9481382978723403,25932.807991000445,0.07684829078674515,0.04762512768130746,0.1167002,0,110,2.67436800369882E-4,77,7.574118E-4,7.723925E-4,89.0,27.0,62.0,27,62,89,4
996132241,AdeliaPorter1,42.0,5.0,263.0,0.0,0.0,17.442276003754756,10-19,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31,153,4.766339181938244E-5,28,0.0,0.0,0.0,0.0,0.0,0,0,0,8
216787361,DanBurritt,4408.0,2380.0,1324.0,101.0,147.0,54.41173472399445,50-59,750.0,7.0,8.0,3.5190602836879434,17976.66627252481,0.20030099918094182,0.04977051061388411,0.108482525,0,110,5.932487963075106E-4,463,0.0017582774,0.0017102977,84.0,64.0,20.0,64,20,84,2
390459554,CollinAnderson_,142.0,68.0,105.0,3.0,3.0,21.394887962063223,20-29,375.0,3.0,8.0,3.736258865248227,362.76381761615414,0.01661198588624998,0.06944444444444445,0.1904762,0,110,1.1776110412591159E-4,63,1.8935296E-4,1.9309812E-4,9.0,6.0,3.0,6,3,9,4
14900584,jplett,5775.0,492.0,596.0,12.0,35.0,60.06718616226273,60-69,695.0,7.0,7.0,3.0540780141843973,12394.273432902053,0.11331760329603456,0.03437334743521946,0.16470589,0,110,2.011884429940985E-4,463,7.8446226E-4,7.999779E-4,62.0,28.0,34.0,28,34,62,3
582373690,OhToFreeCanada,1836.0,152.0,251.0,0.0,64.0,40.3647668139834,40-49,617.0,6.0,7.0,3.149822695035461,1566.5695762013108,0.05947324607119476,0.05714285714285714,0.22527473,0,110,9.066963788389231E-5,63,2.1640338E-4,2.2068356E-4,21.0,7.0,14.0,7,14,21,3
240348122,JordanP90,15410.0,229.0,498.0,5.0,52.0,48.92579482595109,40-49,767.0,7.0,8.0,3.788563829787234,2118.1491542390145,0.039662205855751115,0.07427536231884058,0.19883041,0,110,1.4136813931924693E-4,288,3.787059E-4,3.8619625E-4,24.0,13.0,11.0,13,11,24,3
821734045,good_robyn,704.0,27.0,67.0,1.0,10.0,43.166647759566416,40-49,615.0,6.0,7.0,3.4308510638297873,3221.0854719673857,0.06815514001177513,0.07065217391304347,0.3,0,110,9.524509576205387E-5,63,2.434538E-4,2.48269E-4,24.0,8.0,16.0,8,16,24,4
341876717,MaryRitaHolland,1021.0,574.0,633.0,35.0,7.0,48.56787797578071,40-49,683.0,5.0,7.0,3.094858156028369,40877.86222079781,0.14115313318728526,0.030770724131236653,0.08568075,0,110,4.444066010836806E-4,29,0.0017041765,0.0017102977,102.0,62.0,40.0,62,40,102,3
74275413,KingstonNDP,667.0,268.0,295.0,16.0,1.0,40.629112561976626,40-49,530.0,5.0,8.0,3.842641843971631,3099.647956337746,0.10348652211450203,0.07039187227866474,0.12012412,0,110,3.0483411787877215E-4,29,0.0012713699,0.0012689305,53.0,46.0,7.0,46,7,53,3
172166938,ecodecoARORA,1795.0,365.0,1640.0,2.0,123.0,34.82186147729638,30-39,573.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,32,154,4.766339181938244E-5,30,0.0,0.0,0.0,0.0,0.0,0,0,0,8
704976138,CanPakTimes,3949.0,107.0,234.0,0.0,4.0,42.61316323796691,40-49,540.0,5.0,8.0,4.1688829787234045,274.63844963423054,0.00869487167927377,0.05,0.16666667,0,110,7.164325557073561E-5,63,8.1151265E-5,8.2756334E-5,5.0,2.0,3.0,2,3,5,3
468777003,ZoSchultz,807.0,288.0,242.0,0.0,327.0,40.98108274309712,40-49,606.0,5.0,0.0,0.0,0.0,3.3207748167446774E-4,0.0,0.0,23,139,1.0790605793223872E-4,48,5.4100845E-5,0.0,1.0,1.0,0.0,1,0,1,8
16231046,cmor21,1590.0,775.0,1910.0,23.0,1.0,42.69308877261758,40-49,621.0,5.0,8.0,3.6050531914893615,779.5181590453124,0.024461069355901217,0.0,0.0,0,110,7.453773446759547E-5,75,1.352521E-4,1.1034178E-4,7.0,4.0,3.0,4,3,7,4
16135612,leftcoastrant,5630.0,271.0,438.0,10.0,99.0,52.095963881658626,50-59,706.0,7.0,7.0,3.059840425531915,9386.51199236957,0.14817923966155983,0.05487269534679543,0.14064857,0,110,2.3390521456396763E-4,463,0.0011361177,0.0011585887,68.0,41.0,27.0,41,27,68,3
273791831,gwenomahony,599.0,714.0,207.0,35.0,0.0,51.20695589248402,50-59,716.0,4.0,8.0,3.625886524822695,4638.842141892809,0.22683224227995935,0.0937766410912191,0.17281106,0,110,4.896389650704982E-4,463,0.0017041765,0.0017378831,69.0,62.0,7.0,62,7,69,3
18773366,SouthAfricaInfo,1884.0,293.0,33.0,7.0,1.0,25.852771624471373,20-29,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,155,4.766339181938244E-5,31,0.0,0.0,0.0,0.0,0.0,0,0,0,8
239993455,taylornoakes,5105.0,268.0,371.0,10.0,9.0,46.89019919639317,40-49,675.0,6.0,0.0,0.0,0.0,0.0058778615061539155,0.08333333333333333,0.083333336,0,38,8.759817569900803E-5,101,1.352521E-4,0.0,4.0,4.0,0.0,4,0,4,4
563357348,NKangPC,436.0,88.0,125.0,4.0,3.0,41.883184171546986,40-49,576.0,4.0,7.0,3.7016843971631204,118.160087067594,0.04450221489469637,0.09848484848484848,0.2777778,0,110,7.368541526320931E-5,63,2.1640338E-4,2.2068356E-4,12.0,7.0,5.0,7,5,12,2
