id,label,size,statuses_count,followers_count,friends_count,listed_count,favourites_count,klout_score,klout_score_bucket,kred_influence,kred_outreach,indegree,outdegree,degree,weighted degree,weighted indegree,weighted outdegree,eccentricity,closnesscentrality,betweenesscentrality,eigencentrality,newClusteringCoefficient,clustering,componentnumber,strongcompnum,pageranks,authority,hub,modularity_class,Interaction count
95462457,stwoball,10,1653,66,70,5,13,42.5169831783,40-49,564,6,4,5,9,9,4,5,7,3.1057204924,7.6701208255,0.0041384606,0.1527777778,0.35714287,0,59,6.287755756435965E-5,3.3874192E-5,3.4285087E-5,77,4
95539607,ottawa_jen,10,2222,158,794,3,22,42.7112371744,40-49,618,6,37,112,149,149,37,112,6,2.3957277335,862.624160106,0.0757627344,0.1725013604,0.35569105,0,59,2.843170184997458E-4,2.5744384E-4,2.6056665E-4,25,43
95577307,OrcaBC101,10,10421,2298,2409,72,348,54.9088130419,50-59,755,8,22,31,53,53,22,31,6,2.5992034757,890.9985776123,0.0300880567,0.0362844702,0.15698925,0,59,1.6763115022351379E-4,1.5582128E-4,1.577114E-4,182,7
95720474,carlyoboth,10,1640,367,434,16,15,55.9030699286,50-59,631,6,2,2,4,4,2,2,8,4.6401446655,0,1.6551228476954845E-4,0.0833333333,1,0,657,1.8304710587575002E-4,2.0324514E-5,2.0571053E-5,278,8
96021381,matmla,10,4309,1427,2001,56,23,51.8569009956,50-59,733,7,109,149,258,258,109,149,6,2.2979724837,14962.83373591,0.1338389586,0.072014599,0.24172138,0,59,6.321723432531899E-4,7.452322E-4,7.542719E-4,147,357
96267206,princesstuborg,10,204,19,70,0,16,12.9466240821,10-19,250,3,0,3,3,3,0,3,7,3.1769815418,0,0,0.3333333333,0.5,0,285,4.766339181938244E-5,0,6.8570175E-6,25,0
96306270,roccorossiTO,10,7455,4181,3143,289,2,57.2649151588,50-59,767,7,98,103,201,201,98,103,6,2.4645184649,22097.5616018741,0.1256099432,0.0857960199,0.20299776,0,59,9.030405652900043E-4,6.70709E-4,6.7884475E-4,175,22
96412638,lifeislife4life,10,2881,811,1999,7,99,41.5536401075,40-49,664,6,5,13,18,18,5,13,7,2.8320057929,127.2614147889,0.0043617227,0.1339869281,0.2761905,0,59,7.235668025258412E-5,4.064903E-5,4.1142106E-5,145,1
96450418,DavidHeap,10,7133,1172,904,83,40,51.2207876817,50-59,730,7,40,42,82,82,40,42,6,2.4688631427,1156.4605869539,0.0550999993,0.0945498344,0.29461586,0,59,1.781397876349106E-4,2.7776835E-4,2.811377E-4,182,17
96469541,she_et_al,10,253,94,238,2,8,27.0267171151,20-29,488,4,3,10,13,13,3,10,7,2.8569876901,7.0748104146,0.0083922262,0.1923076923,0.5555556,0,59,8.08603307559569E-5,2.7099353E-5,2.742807E-5,25,1
96641833,Glenn_Nolan_,10,725,181,111,8,0,44.1113079867,40-49,578,5,1,2,3,3,1,2,7,3.4572773353,0,1.791656809418672E-4,0.1666666667,0.5,0,59,5.280670972462148E-5,1.3549677E-5,1.3714035E-5,175,7
96761456,s_roddick,10,1894,456,397,11,13,36.2068426703,30-39,639,6,25,30,55,55,25,30,6,2.557204924,3904.5108483237,0.0304539258,0.1067340067,0.2794872,0,59,1.8794688373095176E-4,1.761458E-4,1.7828245E-4,77,3
96799205,Eastportorganic,10,13008,874,1989,17,268,49.9540921551,40-49,756,8,75,142,217,217,75,142,6,2.2498189718,9271.5564507415,0.0915224793,0.0813492063,0.20718168,0,59,2.973732146582056E-4,5.148877E-4,5.211333E-4,77,37
97065800,SimonJolicoeur,10,1826,370,796,10,16,40.7771521037,40-49,632,5,17,37,54,54,17,37,7,2.5839971035,102.9607366789,0.0308593962,0.2243186583,0.45024154,0,59,1.3500756523912837E-4,1.2194709E-4,1.2342632E-4,25,3
97175858,MarleneRivier,10,419,217,108,20,0,56.8464492345,50-59,563,3,48,32,80,80,48,32,6,2.5691527878,370.7409594691,0.0759884241,0.1650316456,0.34545454,0,59,2.0811786669288224E-4,3.3196708E-4,3.3599386E-4,25,46
97274376,MarjoryLoveys,10,107,112,151,9,0,32.218578462,30-39,394,3,13,29,42,42,13,29,6,2.6169442433,47.4536510338,0.0258215555,0.2032520325,0.47916666,0,59,1.0919660823861563E-4,9.484774E-5,9.599824E-5,175,3
97460162,RickyEMarima,10,5417,264,1038,1,136,47.1768516704,40-49,680,6,1,4,5,5,1,4,10,5.8808834178,1479.0197522507,1.5584411420357073E-4,0.1,0.25,0,59,1.8561525158315001E-4,1.3549677E-5,1.3714035E-5,131,0
97474079,susannakelley,10,4878,965,1002,31,52,48.9026989072,40-49,705,7,83,86,169,169,83,86,6,2.3193338161,2790.0124781035,0.1204405864,0.1142575373,0.2727159,0,59,5.474442930278094E-4,5.690864E-4,5.759895E-4,175,32
97474900,McClaser,10,406,97,192,2,3,28.9138669235,20-29,466,4,6,9,15,15,6,9,7,2.8989862419,70.8604627303,0.0128989828,0.180952381,0.41025642,0,59,8.039271913822205E-5,4.742387E-5,4.799912E-5,175,6
97540555,adamfriesen,10,1068,361,355,6,4,40.7530403944,40-49,644,5,61,76,137,137,61,76,6,2.4569152788,1770.8266671398,0.095075734,0.0971983684,0.30100334,0,59,4.44707865777528E-4,4.2003999E-4,4.2513508E-4,25,10
97839765,Northern_Clips,10,45037,1337,21,111,548,50.4797532689,50-59,755,9,21,2,23,23,21,2,7,3.1502534395,60.3344337646,0.0205629479,0.1126482213,0.18577075,0,59,1.7064702308621939E-4,1.4904643E-4,1.4399737E-4,77,12
98019343,JeninCanada,10,17521,679,328,44,246,40.1380975652,40-49,770,8,20,18,38,38,20,18,6,2.7556118755,479.4576807332,0.0371153749,0.1266002845,0.35978836,0,59,1.2002293279105789E-4,1.422716E-4,1.4399737E-4,77,4
98248395,PaigeKezima,10,6724,613,583,12,63,51.2943840151,50-59,741,7,96,81,177,177,96,81,6,2.3468501086,3263.7227669438,0.1337114219,0.1076656394,0.27799642,0,59,4.3158247630966344E-4,6.571593E-4,6.651307E-4,25,175
98471835,foxdickerson,10,8153,550,496,18,60,47.9234072575,40-49,705,7,151,122,273,273,151,122,6,2.4007965243,1562.6479872625,0.2695023062,0.1241111829,0.34623316,0,59,7.552744875976776E-4,0.0010297754,0.0010422666,25,104
99626313,danielsvnchez,10,2579,141,139,0,150,41.7971687705,40-49,649,5,1,1,2,2,1,1,6,3.4375,0,9.370277259923005E-5,0,0,31,107,1.512131191740977E-4,1.3549677E-5,1.3714035E-5,108,6
99879869,KelseyCMS,10,2797,116,190,4,12,36.7498561089,30-39,647,6,0,2,2,2,0,2,7,3.0437929786,0,0,0.5,0.5,0,607,4.766339181938244E-5,0,6.8570175E-6,25,0
100033160,NewWestBC,10,22079,5020,5517,126,0,44.2758857475,40-49,681,9,36,40,76,76,36,40,7,2.774076756,4956.1956915956,0.0423731719,0.0680701754,0.14495192,0,59,2.40439950810893E-4,2.5066902E-4,2.4685264E-4,182,3
100300239,JonWiseman,10,23564,430,327,2,307,56.8678703194,50-59,763,8,5,9,14,14,5,9,7,2.9236060825,789.4231369754,0.0087570231,0.1373626374,0.34545454,0,59,8.237194650995779E-5,4.064903E-5,4.1142106E-5,175,26
100531055,knoxkp,10,15742,2125,2033,111,20,57.8886987338,50-59,765,7,59,82,141,141,59,82,6,2.3399710355,3418.8272595674,0.071769274,0.0647416413,0.2904475,0,59,2.441636838289222E-4,4.064903E-4,4.1142106E-4,77,62
100597465,CometsMum,10,35758,910,175,50,56,44.4141929396,40-49,780,8,143,20,163,163,143,20,6,2.481173063,1175.0413624216,0.1396784764,0.1360296902,0.23391813,0,59,4.7635552792682907E-4,9.755767E-4,9.736965E-4,77,90
100689906,Chan_ing,10,12740,189,141,8,1,44.813418309,40-49,739,8,6,10,16,16,6,10,7,3.0648081101,32.8729806247,0.008346392,0.175,0.43589744,0,59,9.447227241068669E-5,4.742387E-5,4.799912E-5,175,5
101657044,KeepCanadaWild,10,3385,1436,541,69,306,50.6761082308,50-59,713,7,51,15,66,66,51,15,7,2.9047791455,3766.8657169262,0.0389009197,0.0920745921,0.16189364,0,59,2.82309618244797E-4,3.522916E-4,3.497079E-4,77,16
101971837,denisenhammond,10,6778,1375,1054,41,11,47.854820831,40-49,735,6,183,131,314,314,183,131,6,2.2950760319,10379.0609945756,0.2223825865,0.0629515069,0.19034016,0,59,7.712043377563635E-4,0.0012465703,0.0012616912,182,66
102282810,PopeShakey,10,57358,1904,2042,98,3255,56.3723473427,50-59,842,9,132,153,285,285,132,153,6,2.2241129616,12261.9634986762,0.1633093759,0.0851865579,0.21765777,0,59,5.274400462049549E-4,9.010535E-4,9.119833E-4,77,107
102570249,michaeltbutler,10,11209,513,1776,14,169,48.039535538,40-49,681,8,29,128,157,157,29,128,6,2.255249819,5519.8714369559,0.0381906063,0.1189776253,0.24146076,0,59,1.6721029748264062E-4,2.0324514E-4,2.0571053E-4,175,11
102867308,GeorgeNDP,10,700,590,624,10,15,47.3003158369,40-49,622,5,220,191,411,411,220,191,6,2.2280955829,11688.80830179,0.3672433207,0.0940418966,0.2542602,0,59,0.001415298,0.0014972392,0.0015085438,25,48
103216409,goddessofdork,10,14271,1094,2006,10,272,45.643123501,40-49,687,8,6,35,41,41,6,35,7,2.6944243302,452.7056470509,0.0028557115,0.1396341463,0.23968254,0,59,7.307548790922839E-5,4.742387E-5,4.799912E-5,182,0
103594620,uswjamie,10,607,119,170,2,25,24.688176552,20-29,493,4,23,27,50,50,23,27,6,2.669442433,121.1399821144,0.0375662047,0.0995918367,0.41612902,0,59,1.460564453607406E-4,1.6259612E-4,1.6456842E-4,182,1
103735808,curtismarta,10,759,108,529,0,35,25.7523898908,20-29,523,4,2,17,19,19,2,17,6,2.6517016655,11.2438731447,0.0026562848,0.3011695906,0.50653595,0,59,5.4632118348681266E-5,2.0324514E-5,2.0571053E-5,25,3
104300984,AndrewNg_,10,5149,334,350,12,23,46.4277927871,40-49,685,6,11,10,21,21,11,10,7,3.0043446778,91.9393343598,0.0155162225,0.1214285714,0.28308824,0,59,1.3126129654203374E-4,8.129806E-5,8.228421E-5,175,21
104372498,montreal110,10,19900,955,981,22,704,57.056756927,50-59,771,8,16,23,39,39,16,23,7,2.7038377987,1213.4119083098,0.0214860693,0.0931174089,0.43083003,0,59,1.4002715190901996E-4,1.1517225E-4,1.16569296E-4,145,29
104595491,sheilagervais,10,3687,720,597,27,2,47.9668180303,40-49,688,6,95,95,190,190,95,95,6,2.3848660391,6369.7482218537,0.1614290908,0.110749095,0.32473227,0,59,6.893244932631239E-4,6.5038446E-4,6.582737E-4,175,67
104612784,AQOCI,10,366,662,241,39,1,48.6636479186,40-49,595,4,11,13,24,24,11,13,7,2.8801593049,956.185378808,0.0101476258,0.0452898551,0.14338236,0,59,1.3335964154285426E-4,8.129806E-5,8.228421E-5,145,20
104626843,RamFire55,10,30435,635,1999,22,4075,42.3383780076,40-49,770,9,1,15,16,16,1,15,7,3.292903693,24.7145331925,8.512794957170976E-5,0.1666666667,0.24761905,0,59,5.42481403625946E-5,1.3549677E-5,1.3714035E-5,25,28
104644390,codyincalgary,10,11812,6149,4841,97,1618,72.4287142569,70-79,786,8,153,166,319,319,153,166,6,2.2907313541,52725.8964918179,0.1017946747,0.0244474675,0.1229671,0,59,7.958821825692646E-4,0.001043325,0.0010559807,175,257
104757726,CoryBrigham,10,550,76,51,3,2,24.1596506254,20-29,456,4,0,0,0,0,0,0,0,0,0,0,0,0,164,362,4.766339181938244E-5,0,0,162,0
105208870,phpndp,10,2774,440,426,12,1,48.1632634886,40-49,661,6,114,76,190,190,114,76,6,2.5036205648,1668.9767675005,0.1298700924,0.1453912559,0.2904677,0,59,4.4575049009328325E-4,7.791064E-4,7.88557E-4,25,158
105306151,SusanGapka,10,15782,1785,1019,104,25,53.9655217683,50-59,736,8,117,112,229,229,117,112,6,2.3244026068,6871.8941475325,0.1792631319,0.1215046349,0.2667746,0,59,6.258386540579614E-4,7.9943094E-4,8.0227107E-4,25,74
105329140,ataratree,10,1299,354,1354,5,52,40.9956652258,40-49,506,5,3,23,26,26,3,23,7,2.7034757422,197.8382964245,0.0082308478,0.1307692308,0.23517786,0,59,6.630848079704268E-5,2.7099353E-5,2.742807E-5,182,2
105391738,ppilarski,10,12997,1454,1134,38,5,50.0609394808,50-59,779,8,60,54,114,114,60,54,6,2.4746560463,2742.7114058327,0.0441945499,0.0816643378,0.23258889,0,59,3.479371036140966E-4,4.1326514E-4,4.1827807E-4,175,70
105597356,kristydziuba,10,343,26,111,0,373,41.8064479062,40-49,482,5,2,6,8,8,2,6,7,3.0213613324,0.6429438243,0.0014820786,0.2321428571,0.53333336,0,59,5.19494790887159E-5,2.0324514E-5,2.0571053E-5,25,0
105601666,garnitafaisal,10,1058,181,91,0,32,42.5950336319,40-49,618,5,0,0,0,0,0,0,0,0,0,0,0,0,106,240,4.766339181938244E-5,0,0,97,29
105907906,vdufourNPD,10,3301,1559,883,50,10,48.950521979,40-49,673,6,99,112,211,211,99,112,6,2.3338160753,779.4667397381,0.2143924098,0.1791243512,0.43009165,0,59,7.669778874835224E-4,6.774838E-4,6.857017E-4,25,26
105911241,goingprorogue,10,4105,929,2001,39,77,51.0575025049,50-59,691,7,139,315,454,454,139,315,6,2.075307748,32802.3127564765,0.1529382387,0.0498585057,0.13509917,0,59,4.7804705075222393E-4,9.4847736E-4,9.531254E-4,77,45
106157525,HarbaouiMehdi,10,3216,11755,247,1,17,45.9364561109,40-49,699,6,0,0,0,0,0,0,0,0,0,0,0,0,63,152,4.766339181938244E-5,0,0,56,3
106271958,ThomasRoskos,10,1283,42,123,0,31,21.0911324216,20-29,517,5,0,0,0,0,0,0,0,0,0,0,0,0,178,381,4.766339181938244E-5,0,0,178,0
106285121,Belgraves,10,16430,546,547,17,559,53.7103242453,50-59,763,8,90,91,181,181,90,91,6,2.4011585807,1526.5672931173,0.0994056474,0.0876918355,0.3,0,59,2.791702420469976E-4,6.165103E-4,6.2398857E-4,77,112
106524304,AncientForestBC,10,447,850,182,56,1,47.1096650137,40-49,622,3,22,9,31,31,22,9,7,2.8037653874,219.8604014418,0.0104166652,0.1301075269,0.22364673,0,59,1.8964817371049957E-4,1.5582128E-4,1.577114E-4,182,8
107120252,LinCee3,10,1711,136,211,1,14,40.5623498858,40-49,596,6,2,4,6,6,2,4,7,2.9268645909,2955.3643320914,7.399321322563143E-4,0.2333333333,0.4,0,59,6.237014113099844E-5,2.0324514E-5,2.0571053E-5,25,17
107312325,Myhasle,10,18319,652,856,19,2075,40.1406351451,40-49,747,8,90,148,238,238,90,148,6,2.2139753802,4916.1326269625,0.1069144629,0.0629897529,0.2250172,0,59,2.7670563071895984E-4,6.165103E-4,6.2398857E-4,77,63
107374967,A_Costantino,10,5344,536,533,2,10,46.8871414273,40-49,726,6,0,1,1,1,0,1,7,4.3571428571,0,0,0,0,42,430,4.766339181938244E-5,0,6.8570175E-6,197,7
107568917,AussiePetCanada,10,9672,1199,1571,25,7,57.4722698721,50-59,728,7,0,19,19,19,0,19,7,2.8707926167,0,0,0.1286549708,0.1871345,0,595,4.766339181938244E-5,0,6.8570175E-6,182,4
107759109,BariLeia,10,4413,194,193,3,1263,46.0110673426,40-49,687,6,20,26,46,46,20,26,6,2.5275162925,6343.1695596103,0.0310466924,0.1115942029,0.22972973,0,59,1.8662714770692826E-4,1.422716E-4,1.4399737E-4,175,12
107794362,RunnertheFirst,10,19386,828,467,23,2,48.1379640052,40-49,755,8,56,87,143,143,56,87,6,2.4522085445,6327.187922564,0.0939701757,0.0817492367,0.29908836,0,59,4.231688597484884E-4,3.8616578E-4,3.9085E-4,175,103
107911173,HowRandomCanUBe,10,8901,194,309,0,196,39.1788152119,30-39,687,7,1,1,2,2,1,1,2,1.5,0,8.271798374069241E-5,0,0,67,157,2.4481546444683235E-4,1.3549677E-5,1.3714035E-5,59,1
108103088,mike_incalgary,10,3229,686,1455,10,17,37.5759947568,30-39,658,6,19,51,70,70,19,51,7,2.41564084,685.5576207524,0.0267383391,0.114699793,0.31561086,0,59,1.271045271599596E-4,1.3549677E-4,1.3714035E-4,175,2
108422084,Laura_ex0,10,26003,197,501,0,3281,37.6428027437,30-39,682,8,5,13,18,18,5,13,7,2.7244750181,97.0520169569,0.0149046817,0.1339869281,0.36263737,0,59,6.755361286442575E-5,4.064903E-5,4.1142106E-5,182,3
108687863,CETAWatch,10,1416,1519,1459,77,0,51.540930536,50-59,680,5,153,120,273,273,153,120,6,2.2527154236,13200.9444478422,0.2065505875,0.0897839905,0.2103653,0,59,7.197513101253874E-4,0.001043325,0.0010491237,182,29
108743813,Monctonsnowman,10,26852,1069,1411,40,100,48.3847955892,40-49,782,9,121,173,294,294,121,173,6,2.1531498914,8440.2149416864,0.1579706944,0.0704766548,0.24141034,0,59,4.1550373361855366E-4,8.265303E-4,8.3655614E-4,77,84
109065918,QMInews,10,11264,2360,387,105,3,57.775777474,50-59,770,7,51,16,67,67,51,16,7,2.9112961622,2785.2249218879,0.0612364765,0.0956580733,0.157218,0,59,4.985922810267231E-4,3.522916E-4,3.565649E-4,175,17
109135911,PeterSharp4MLA,10,589,132,286,7,11,44.5213641104,40-49,585,4,22,34,56,56,22,34,7,2.707096307,704.0930155061,0.0089944703,0.0980519481,0.3579365,0,59,1.368838516806166E-4,1.5582128E-4,1.577114E-4,182,50
109305145,bayuttu,10,148,23,131,0,152,23.9896875148,20-29,371,4,0,1,1,1,0,1,7,4.3571428571,0,0,0,0,42,513,4.766339181938244E-5,0,6.8570175E-6,197,0
109315305,Penalosa_G,10,1439,2546,100,114,4,57.9416335255,50-59,746,5,26,2,28,28,26,2,7,3.3551774077,101.7765516,0.0133473198,0.0515873016,0.06837607,0,59,1.815876333753093E-4,1.8292063E-4,1.7142543E-4,175,25
109606685,LucianoRagazzi,10,330,140,200,1,4,30.9680796314,30-39,405,4,0,1,1,1,0,1,7,4.3571428571,0,0,0,0,42,462,4.766339181938244E-5,0,6.8570175E-6,197,0
110099532,hsmelday,10,96,173,1132,0,34,21.7876623334,20-29,330,4,24,156,180,180,24,156,6,2.2548877625,1037.4083077838,0.0325359108,0.1677529485,0.31206107,0,59,1.239737039235226E-4,1.6937095E-4,1.7142543E-4,25,2
110263832,Antagoniste_net,10,30755,3462,764,98,340,54.4476601846,50-59,873,8,19,14,33,33,19,14,7,3.1343229544,246.8236945179,0.0133048889,0.0757575758,0.23320158,0,59,1.589985136048694E-4,1.3549677E-4,1.3714035E-4,175,63
111013062,mandahuggankiss,10,34,20,70,0,0,16.5030795238,10-19,80,2,0,0,0,0,0,0,0,0,0,0,0,0,225,560,4.766339181938244E-5,0,0,228,1
111056608,cinDYkztillo,10,41253,1333,1168,7,240,41.3663491657,40-49,788,9,0,0,0,0,0,0,0,0,0,0,0,0,117,262,4.766339181938244E-5,0,0,110,20
111127530,JakeAReid,10,11703,1192,1134,36,9,57.4073868645,50-59,757,7,56,89,145,145,56,89,6,2.3247646633,4719.9273140697,0.0800280012,0.0794061303,0.2693169,0,59,3.566503648167231E-4,3.8616578E-4,3.9085E-4,147,52
111385022,DJasarevic,10,451,16,24,0,0,12.7421097528,10-19,351,3,0,0,0,0,0,0,0,0,0,0,0,0,194,495,4.766339181938244E-5,0,0,198,0
111389524,Beezersun,10,7030,2613,820,91,6,60.2387555595,60-69,760,6,11,4,15,15,11,4,7,3.3312816799,533.3880006989,0.0055963816,0.0238095238,0.06363636,0,59,3.857321955627781E-4,8.129806E-5,8.228421E-5,175,10
111715724,lawrencecanuck,10,8424,127,1077,0,4,25.2693703672,20-29,526,7,5,33,38,38,5,33,7,2.6241853729,113.7277996958,0.0103997697,0.2019914651,0.3436975,0,59,6.639421492076006E-5,4.064903E-5,4.1142106E-5,175,3
111986967,TreanaCampbell,10,391,35,87,1,4,29.1885438637,20-29,435,4,5,15,20,20,5,15,7,2.7215785663,46.4038364304,0.003150362,0.1526315789,0.3809524,0,59,7.052860754340886E-5,4.064903E-5,4.1142106E-5,182,2
112372171,timothy_chu,10,4538,581,374,26,1,48.0594044398,40-49,703,6,99,71,170,170,99,71,7,2.424692252,4322.0816048844,0.1438678012,0.0987469544,0.27124313,0,59,4.460397051797518E-4,6.774838E-4,6.857017E-4,182,33
112440440,DanielSilke,10,2241,1481,443,34,9,53.3502538114,50-59,695,4,2,2,4,4,2,2,11,6.7389572773,1,1.690091954166046E-4,0.1666666667,0.33333334,0,59,1.3398216399917022E-4,2.0324514E-5,2.0571053E-5,131,0
112467648,KEDeveaux,10,410,117,80,2,1,31.9659339347,30-39,522,4,8,6,14,14,8,6,7,2.7563359884,43.9890290513,0.0270032709,0.1758241758,0.47777778,0,59,1.7759948277974697E-4,6.0973543E-5,6.171316E-5,147,1
112517348,cdn2010,10,3467,81,161,3,217,42.991339582,40-49,628,5,10,16,26,26,10,16,7,2.7150615496,1147.7199750336,0.0113147355,0.0676923077,0.2757353,0,59,7.993542684063007E-5,7.452322E-5,7.542719E-5,175,22
112613293,Tamaraweb,10,1077,137,198,3,22,34.178930807,30-39,494,5,16,25,41,41,16,25,6,2.6241853729,115.9912039106,0.0177873338,0.1530487805,0.4716749,0,59,9.549630176145718E-5,1.1517225E-4,1.0971228E-4,182,7
112634116,BrandontheFick,10,4548,145,198,2,67,38.8747574982,30-39,634,7,6,8,14,14,6,8,7,3.0336712527,13.7573086568,0.0055853302,0.2527472527,0.44871795,0,59,7.364537959386271E-5,4.742387E-5,4.799912E-5,175,2
112768200,alexbrassard,10,4187,1086,2001,51,6,52.0395785584,50-59,710,7,103,247,350,350,103,247,6,2.1314265025,13806.2524979303,0.1529420336,0.103282849,0.2203021,0,59,4.897658409681449E-4,7.045832E-4,7.062728E-4,25,17
112944623,albertarabbit,10,6800,344,388,11,9,46.8720698847,40-49,785,9,90,85,175,175,90,85,6,2.3649529327,2077.841146584,0.1077844432,0.0942528736,0.29889807,0,59,3.1565731859426355E-4,6.165103E-4,6.2398857E-4,77,290
113145326,Liepollo99,10,688,382,86,0,59,42.0342039875,40-49,616,5,2,1,3,3,2,1,1,1,1.6666666667,1.7837983517383303E-4,0,0,0,42,1.1506646415610332E-4,2.0324514E-5,1.3714035E-5,131,0
113326816,Murphyoo,10,1039,414,1971,1,137,29.3796336589,20-29,511,5,1,21,22,22,1,21,7,2.9717595945,17.6080951965,3.073833002155888E-4,0.1385281385,0.2,0,59,5.2130951925054486E-5,1.3549677E-5,1.3714035E-5,147,0
113522488,geera186,10,1538,190,286,0,47,34.1302925549,30-39,623,5,0,0,0,0,0,0,0,0,0,0,0,0,66,156,4.766339181938244E-5,0,0,58,10
113953933,jordangrondin,10,422,123,761,0,8,40.7073867058,40-49,558,5,11,67,78,78,11,67,7,2.3399710355,214.6474003578,0.0152078892,0.1721611722,0.34056988,0,59,7.486086994520558E-5,8.129806E-5,8.228421E-5,175,30
114199041,FabioCostante,10,1427,434,361,15,0,46.8722547582,40-49,618,5,11,22,33,33,11,22,6,2.6375814627,2744.994694292,0.0241675643,0.1960227273,0.3583744,0,59,9.82248778766653E-5,8.129806E-5,8.228421E-5,175,8
114259006,maugarciac,10,3463,247,348,1,322,42.2047718523,40-49,688,6,1,1,2,2,1,1,2,1.5,0,8.271798374069241E-5,0,0,129,289,2.4481546444683235E-4,1.3549677E-5,1.3714035E-5,121,12
114595836,LuckyJaxson,10,163,57,95,1,2,21.0202724751,20-29,307,3,13,17,30,30,13,17,7,2.8660391021,25.0800675866,0.0116578502,0.2563218391,0.51384616,0,59,9.443145563030683E-5,9.484774E-5,9.599824E-5,147,2
115136553,NickTFacey,10,2369,423,585,18,12,47.5161185098,40-49,684,6,25,30,55,55,25,30,6,2.6350470673,4062.2919937033,0.0272282672,0.0835016835,0.29920635,0,59,2.4994662595763216E-4,1.761458E-4,1.7828245E-4,182,41
115145169,suclapham,10,1470,241,1357,0,14,25.7029845229,20-29,448,5,34,211,245,245,34,211,6,2.2038377987,3679.1780990635,0.0655046636,0.1542656407,0.27951822,0,59,1.662947842793084E-4,2.3711934E-4,2.3999561E-4,25,6
115145326,JMW9400,10,6248,134,82,0,1578,40.4332768411,40-49,635,7,1,2,3,3,1,2,8,3.8711078928,0.3943321727,2.1024667019605328E-4,0,0,0,59,5.4806984028620324E-5,1.3549677E-5,1.3714035E-5,182,1
115813342,e_flanagan,10,837,367,745,10,14,28.8523145252,20-29,579,5,12,45,57,57,12,45,6,2.4145546705,2266.4029941305,0.0375949973,0.1864035088,0.3922294,0,59,1.0165885368854652E-4,8.80729E-5,8.914123E-5,25,0
115841495,SophieAnneB,10,23728,666,888,40,23,50.06673374,50-59,779,8,95,156,251,251,95,156,6,2.3091962346,3566.303695263,0.1675991289,0.1061513944,0.29615214,0,59,6.170107579460199E-4,6.5038446E-4,6.582737E-4,175,54
116476946,JamesatLFPress,10,6340,1532,241,76,19,49.3800088743,40-49,706,7,14,2,16,16,14,2,7,3.4170890659,48.8328257317,0.0127852666,0.1875,0.36813188,0,59,1.423663286312385E-4,1.0162257E-4,1.02855265E-4,175,8
116502194,globaltvnews,10,31219,22866,1778,650,4,66.3887453607,60-69,883,6,166,42,208,208,166,42,7,2.5452570601,12951.3826955697,0.143881489,0.0740895578,0.11292119,0,59,0.0011569138,0.001131398,0.0011176938,175,172
116503910,glebetrotter,10,2570,249,286,14,4,53.3760516272,50-59,646,6,24,30,54,54,24,30,6,2.5448950036,666.3751328938,0.0396336976,0.0964360587,0.2837838,0,59,1.3758247995326262E-4,1.6937095E-4,1.7142543E-4,25,10
116510993,NancyC252,10,344,70,145,2,1,42.7182142111,40-49,557,4,32,35,67,67,32,35,6,2.7581462708,191.4994375788,0.022461257,0.1114880145,0.5301282,0,59,1.842740578468536E-4,2.2356966E-4,2.2628158E-4,147,68
116525163,fusionsarnia,10,186,248,569,3,2,23.887173606,20-29,517,4,3,5,8,8,3,5,7,3.1962346126,0.6418131736,0.0018586747,0.1428571429,0.6,0,59,5.763711510654633E-5,2.7099353E-5,2.742807E-5,182,37
117247943,jafroese,10,58,9,25,0,2,16.7576971628,10-19,100,2,0,0,0,0,0,0,0,0,0,0,0,0,94,219,4.766339181938244E-5,0,0,85,5
117453967,Heather4Regina,10,2343,469,387,19,23,46.3388406728,40-49,693,6,43,49,92,92,43,49,6,2.5300506879,722.6384120931,0.0512437187,0.1218346871,0.4172131,0,59,2.27533092399461E-4,2.9809287E-4,3.0170876E-4,25,44
117482770,johnluton,10,1140,161,113,4,3,40.8193096627,40-49,543,4,10,10,20,20,10,10,7,3.0944967415,27.5438647548,0.0069809518,0.2342105263,0.33333334,0,59,8.065131459514466E-5,7.452322E-5,7.542719E-5,182,5
117810351,WSWS_Updates,10,9008,3432,12,251,0,55.824112577,50-59,764,3,23,0,23,23,23,0,0,0,0,0.0102274499,0.0197628458,0.02964427,0,12,2.818573903822988E-4,1.6259612E-4,0,77,20
118090161,automandan,10,413,38,96,0,18,13.5457577316,10-19,467,3,0,6,6,6,0,6,7,3.0123054651,0,0,0.2333333333,0.23333333,0,676,4.766339181938244E-5,0,6.8570175E-6,182,2
118484087,Maxim_Brock_U,10,717,109,189,7,1,30.1963611331,30-39,437,4,0,3,3,3,0,3,7,2.9674267101,0,0,0.5,0.8333333,0,620,4.766339181938244E-5,0,6.8570175E-6,175,3
118541476,KPrakan,10,1988,105,262,1,98,47.7428819449,40-49,646,6,0,1,1,1,0,1,7,3.4314151285,0,0,0,0,0,305,4.766339181938244E-5,0,6.8570175E-6,25,12
118583379,conleymb,10,1223,571,1481,24,50,54.8631011331,50-59,608,5,35,73,108,108,35,73,6,2.4409847936,920.2739655485,0.0643022276,0.1497057805,0.35857716,0,59,2.459581249192445E-4,2.4389417E-4,2.4685264E-4,175,6
